task,task_normalized,pct,occ_group_code,title,task_id,task_type,n_responding,date,domain_source,soc_group_code,soc_title,n_occurrences,n_occurrences_soc,pct_occ_weighted,pct_occ_norm,area_title,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper,imputed
"Install or configure web server software or hardware to ensure that directory structure is well-defined, logical, secure, and that files are named properly.",install or configure web server software or hardware to ensure that directory structure be well define logical secure and that file be name properly,0.0057328243280217,15-1199,Web Administrators,14743.0,Core,23.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0047147622420408,0.0057605647448199,,,,,,,,,,,,,,,,,,,1.3144831623931623,,,4.0,,,96.02333333333334,,,True
Develop or document style guidelines for web site content.,develop or document style guideline for web site content,0.038175398366145,15-1199,Web Administrators,14759.0,Core,23.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0313960303844995,0.0383601243234609,,,,,,,,,,,,,,,,,,,0.3169230769230769,0.0,0.0,3.75,,,100.0,,,False
"Identify, standardize, and communicate levels of access and security.",identify standardize and communicate level of access and security,0.0343969459681307,15-1199,Web Administrators,14748.0,Core,23.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0282885734522453,0.0345633884689204,,,,,,,,,,,,,,,,,,,0.335,0.0,0.0,4.45,,,100.0,,,False
"Determine sources of web page or server problems, and take action to correct such problems.",determine source of web page or server problem and take action to correct such problem,0.8881968964573751,15-1199,Web Administrators,14732.0,Core,23.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.7304666864543821,0.8924947696690569,,,,,,,,,,,,,,,,,,,2.704396923076923,0.0,0.0,4.32,,,95.0,,,False
Check and analyze operating system or application logfiles regularly to verify proper system performance.,check and analyze operating system or application logfile regularly to verify proper system performance,0.0117262315800445,15-1199,Web Administrators,14761.0,Supplemental,23.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0096438318587199,0.0117829733416773,,,,,,,,,,,,,,,,,,,1.3144831623931623,,,4.0,,,96.02333333333334,,,True
"Implement web site security measures, such as firewalls or message encryption.",implement web site security measure such as firewall or message encryption,0.0195437193000742,15-1199,Web Administrators,14735.0,Core,23.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0160730530978666,0.0196382889027956,,,,,,,,,,,,,,,,,,,0.2504807692307692,0.0,0.0,4.19,,,84.21,,,False
"Review or update web page content or links in a timely manner, using appropriate tools.",review or update web page content or link in a timely manner use appropriate tool,0.0428658909981628,15-1199,Web Administrators,14733.0,Core,22.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0352535631279875,0.0430733136601318,,,,,,,,,,,,,,,,,,,2.7501184615384613,0.0,0.0,3.89,,,95.0,,,False
"Monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel.",Monitor system for intrusion or denial of service attack and report security breach to appropriate personnel,0.0127685632760485,15-1199,Web Administrators,14734.0,Core,23.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0105010613572728,0.0128303487498265,,,,,,,,,,,,,,,,,,,3.3265757692307694,0.0,0.0,4.79,,,95.0,,,False
"Gather, analyze, or document user feedback to locate or resolve sources of problems.",Gather analyze or document user feedback to locate or resolve source of problem,0.0036481609360138,15-1199,Web Administrators,14744.0,Core,23.0,06/2008,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.003000303244935,0.0036658139285218,,,,,,,,,,,,,,,,,,,1.2817307692307691,0.0,0.0,3.85,,,100.0,,,False
"Create visual representations of geospatial data using complex procedures, such as analytical modeling, three-dimensional renderings, or plot creation.",create visual representation of geospatial datum use complex procedure such as analytical modeling three dimensional rendering or plot creation,0.0282732472541074,15-1199,Geospatial Information Scientists and Technologists,18108.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0232523501482471,0.0284100579460444,,,,,,,,,,,,,,,,,,,0.9545607692307692,0.0,0.0,3.36,,,95.65,,,False
"Create, analyze, report, convert, or transfer data, using specialized applications program software.",create analyze report convert or transfer datum use specialized application program software,0.1571315031725971,15-1199,Geospatial Information Scientists and Technologists,18123.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.1292273469068482,0.1578918427784777,,,,,,,,,,,,,,,,,,,1.7272173076923076,0.0,0.0,3.71,,,91.3,,,False
"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements.",perform computer programming datum analysis or software development for Geographic Information Systems GIS application include the maintenance of exist system or research and development for future enhancement,0.0039087438600148,15-1199,Geospatial Information Scientists and Technologists,18109.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0032146106195732,0.003927657780559,,,,,,,,,,,,,,,,,,,2.6534361538461537,0.0,0.0,4.24,,,91.3,,,False
"Design, program, or model Geographic Information Systems (GIS) applications or procedures.",design program or model Geographic Information Systems GIS application or procedure,0.0032572865500123,15-1199,Geospatial Information Scientists and Technologists,18113.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0026788421829777,0.0032730481504658,,,,,,,,,,,,,,,,,,,0.280745,0.0,0.0,3.57,,,91.3,,,False
Provide technical support for computer-based Geographic Information Systems (GIS) mapping software.,provide technical support for computer base Geographic Information Systems GIS mapping software,0.0044299097080168,15-1199,Geospatial Information Scientists and Technologists,18107.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0036432253688497,0.0044513454846336,,,,,,,,,,,,,,,,,,,1.037231298076923,,,3.77375,,,92.9325,,,True
Provide technical expertise in Geographic Information Systems (GIS) technology to clients or users.,provide technical expertise in Geographic Information Systems GIS technology to client or user,0.0026058292400099,15-1199,Geospatial Information Scientists and Technologists,18121.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0021430737463822,0.0026184385203727,,,,,,,,,,,,,,,,,,,1.7506065384615384,0.0,0.0,4.26,,,100.0,,,False
"Develop specialized computer software routines, internet-based Geographic Information Systems (GIS) databases, or business applications to customize geographic information.",develop specialized computer software routine internet base Geographic Information Systems GIS database or business application to customize geographic information,0.0026058292400099,15-1199,Geospatial Information Scientists and Technologists,18106.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0021430737463822,0.0026184385203727,,,,,,,,,,,,,,,,,,,0.3129176923076923,0.0,0.0,3.52,,,91.3,,,False
"Document, design, code, or test Geographic Information Systems (GIS) models, internet mapping solutions, or other applications.",document design code or test Geographic Information Systems GIS model internet mapping solution or other application,0.0026058292400099,15-1199,Geospatial Information Scientists and Technologists,18114.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0021430737463822,0.0026184385203727,,,,,,,,,,,,,,,,,,,0.4406746153846153,0.0,0.0,3.73,,,95.65,,,False
"Meet with clients to discuss topics such as technical specifications, customized solutions, or operational problems.",meet with client to discuss topic such as technical specification customized solution or operational problem,0.0042996182460163,15-1199,Geospatial Information Scientists and Technologists,18126.0,Core,28.0,06/2009,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0035360716815306,0.004320423558615,,,,,,,,,,,,,,,,,,,0.1776923076923077,0.0,0.0,3.8,,,86.96,,,False
Recommend procedures or equipment or software upgrades to increase data accessibility or ease of use.,recommend procedure or equipment or software upgrade to increase data accessibility or ease of use,0.0085992364920326,15-1199,Geographic Information Systems Technicians,16084.0,Core,55.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0070721433630612,0.00864084711723,,,,,,,,,,,,,,,,,,,1.8643901648351648,,,4.091428571428572,,,96.01857142857143,,,True
Maintain or modify existing Geographic Information Systems (GIS) databases.,maintain or modify exist Geographic Information Systems GIS database,0.0029967036260113,15-1199,Geographic Information Systems Technicians,16094.0,Core,56.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0024645348083394,0.0030112042984285,,,,,,,,,,,,,,,,,,,3.3475300000000003,0.0,0.0,4.4,,,98.31,,,False
"Design or prepare graphic representations of Geographic Information Systems (GIS) data, using GIS hardware or software applications.",design or prepare graphic representation of Geographic Information Systems GIS datum use gis hardware or software application,0.0039087438600148,15-1199,Geographic Information Systems Technicians,16096.0,Core,56.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0032146106195732,0.003927657780559,,,,,,,,,,,,,,,,,,,3.0287657692307697,0.0,0.0,4.53,,,96.24,,,False
Select cartographic elements needed for effective presentation of information.,select cartographic element need for effective presentation of information,0.0093809852640356,15-1199,Geographic Information Systems Technicians,16088.0,Core,56.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0077150654869759,0.0094263786733419,,,,,,,,,,,,,,,,,,,1.4509365384615385,0.0,0.0,3.98,,,100.0,,,False
"Analyze Geographic Information Systems (GIS) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",Analyze Geographic Information Systems GIS datum to identify spatial relationship or display result of analysis use map graph or tabular datum,0.0024755377780094,15-1199,Geographic Information Systems Technicians,16092.0,Core,56.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0020359200590631,0.0024875165943541,,,,,,,,,,,,,,,,,,,1.8643901648351648,,,4.091428571428572,,,96.01857142857143,,,True
"Confer with users to analyze, configure, or troubleshoot applications.",confer with user to analyze configure or troubleshoot application,0.0058631157900222,15-1199,Geographic Information Systems Technicians,16087.0,Core,56.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0048219159293599,0.0058914866708386,,,,,,,,,,,,,,,,,,,1.0800219230769232,0.0,0.0,3.67,,,85.55,,,False
"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software.",perform geospatial datum building modeling or analysis use advanced spatial analysis datum manipulation or cartography software,0.0186316790660708,15-1199,Geographic Information Systems Technicians,16093.0,Core,56.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0153229772866329,0.0187218354206652,,,,,,,,,,,,,,,,,,,1.3667734615384617,0.0,0.0,4.03,,,99.56,,,False
"Review existing or incoming data for currency, accuracy, usefulness, quality, or completeness of documentation.",review exist or incoming datum for currency accuracy usefulness quality or completeness of documentation,0.0039087438600148,15-1199,Geographic Information Systems Technicians,16090.0,Core,56.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0032146106195732,0.003927657780559,,,,,,,,,,,,,,,,,,,1.7977342307692306,0.0,0.0,4.06,,,99.56,,,False
"Provide technical support to users or clients regarding the maintenance, development, or operation of Geographic Information Systems (GIS) databases, equipment, or applications.",provide technical support to user or client regard the maintenance development or operation of Geographic Information Systems GIS database equipment or application,0.0029967036260113,15-1199,Geographic Information Systems Technicians,16085.0,Core,56.0,07/2011,Incumbent,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0024645348083394,0.0030112042984285,,,,,,,,,,,,,,,,,,,0.9789692307692308,0.0,0.0,3.97,,,92.91,,,False
Create and enforce database development standards.,create and enforce database development standard,0.0385662727521465,15-1199,Database Architects,16112.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0317174914464569,0.0387528901015168,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.3734634615384615,0.0,0.0,4.0,,,100.0,,,False
"Develop data models for applications, metadata tables, views or related database structures.",develop data model for application metadata table view or related database structure,0.0195437193000742,15-1199,Database Architects,16108.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0160730530978666,0.0196382889027956,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.546105,0.0,0.0,4.1,,,100.0,,,False
"Set up database clusters, backup, or recovery processes.",set up database cluster backup or recovery process,0.0035178694740133,15-1199,Database Architects,16100.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0028931495576159,0.0035348920025031,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.1440384615384615,0.0,0.0,3.85,,,95.24,,,False
"Collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",collaborate with system architect software architect design analyst and other to understand business or industry requirement,0.1880105796667144,15-1199,Database Architects,16113.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.1546227708014776,0.1889203392448949,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.8508253846153846,0.0,0.0,4.48,,,100.0,,,False
"Demonstrate database technical functionality, such as performance, security and reliability.",demonstrate database technical functionality such as performance security and reliability,0.1418874021185391,15-1199,Database Architects,16111.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.1166903654905122,0.1425739774342969,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.2859026923076923,0.0,0.0,3.76,,,100.0,,,False
Plan and install upgrades of database management system software to enhance database performance.,plan and install upgrade of database management system software to enhance database performance,0.0099021511120376,15-1199,Database Architects,16102.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0081436802362524,0.0099500663774164,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.7374943356643356,,,4.078181818181818,,,99.13454545454546,,,True
"Develop or maintain archived procedures, procedural codes, or queries for applications.",develop or maintain archived procedure procedural code or query for application,0.0037784523980143,15-1199,Database Architects,16106.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0031074569322541,0.0037967358545404,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.5436538461538462,0.0,0.0,3.25,,,95.24,,,False
Provide technical support to junior staff or clients.,provide technical support to junior staff or client,0.0032572865500123,15-1199,Database Architects,16099.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0026788421829777,0.0032730481504658,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.7374943356643356,,,4.078181818181818,,,99.13454545454546,,,True
"Design databases to support business applications, ensuring system scalability, security, performance and reliability.",design database to support business application ensure system scalability security performance and reliability,0.2495081497309481,15-1199,Database Architects,16109.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.2051993112160982,0.2507154883256922,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,1.1586803846153846,0.0,0.0,4.4,,,100.0,,,False
"Develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",develop database architectural strategy at the modeling design and implementation stage to address business or industry requirement,0.1441023569725475,15-1199,Database Architects,16114.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.118511978174937,0.1447996501766138,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,1.5698711538461536,0.0,0.0,4.45,,,100.0,,,False
"Document and communicate database schemas, using accepted notations.",document and communicate database schemas use accept notation,0.1297702961524931,15-1199,Database Architects,16105.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.1067250725698348,0.1303982383145636,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.3815373076923077,0.0,0.0,3.95,,,100.0,,,False
Develop and document database architectures.,develop and document database architecture,0.0798686662063034,15-1199,Database Architects,16115.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0656852103266151,0.0802551406494251,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,1.164305769230769,0.0,0.0,4.52,,,100.0,,,False
"Identify, evaluate and recommend hardware or software technologies to achieve desired database performance.",identify evaluate and recommend hardware or software technology to achieve desire database performance,0.0306184935701163,15-1199,Database Architects,16101.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0251811165199911,0.0307666526143799,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,0.7374943356643356,,,4.078181818181818,,,99.13454545454546,,,True
"Design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",design database application such as interface datum transfer mechanism global temporary table datum partition and function base index to enable efficient access of the generic database structure,0.1821474638766921,15-1199,Database Architects,16110.0,Core,24.0,07/2015,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.1498008548721176,0.1830288525740562,U.S.,64770.0,2.7,68.57,142620.0,1.1,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0,,,1.0940542307692307,0.0,0.0,4.1,,,100.0,,,False
Provide or coordinate troubleshooting support for data warehouses.,provide or coordinate troubleshooting support for datum warehouse,0.0061236987140232,15-1199,Data Warehousing Specialists,16118.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0050362233039981,0.0061533305228759,,,,,,,,,,,,,,,,,,,0.4584034615384615,0.0,0.0,3.91,,,100.0,,,False
"Review designs, codes, test plans, or documentation to ensure quality.",review design code test plan or documentation to ensure quality,0.0039087438600148,15-1199,Data Warehousing Specialists,16117.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0032146106195732,0.003927657780559,,,,,,,,,,,,,,,,,,,0.2670161538461538,0.0,0.0,3.64,,,95.65,,,False
Prepare functional or technical documentation for data warehouses.,prepare functional or technical documentation for datum warehouse,0.0198043022240752,15-1199,Data Warehousing Specialists,16119.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0162873604725048,0.0199001327548329,,,,,,,,,,,,,,,,,,,0.1932473076923077,0.0,0.0,3.32,,,95.65,,,False
"Implement business rules via stored procedures, middleware, or other technologies.",implement business rule via store procedure middleware or other technology,0.0190225534520722,15-1199,Data Warehousing Specialists,16125.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0156444383485901,0.0191146011987211,,,,,,,,,,,,,,,,,,,0.6135507692307692,0.0,0.0,3.55,,,95.65,,,False
"Develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",develop and implement data extraction procedure from other system such as administration billing or claim,0.0104233169600396,15-1199,Data Warehousing Specialists,16126.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0085722949855289,0.010473754081491,,,,,,,,,,,,,,,,,,,0.52869,0.0,0.0,4.13,,,100.0,,,False
Design and implement warehouse database structures.,design and implement warehouse database structure,0.0261885838620995,15-1199,Data Warehousing Specialists,16128.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0215378911511413,0.0263153071297462,,,,,,,,,,,,,,,,,,,0.3690284615384615,0.0,0.0,4.09,,,100.0,,,False
"Select methods, techniques, or criteria for data warehousing evaluative procedures.",select method technique or criterion for datum warehouse evaluative procedure,0.0028664121640108,15-1199,Data Warehousing Specialists,16122.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0023573811210203,0.0028802823724099,,,,,,,,,,,,,,,,,,,0.12349,0.0,0.0,3.59,,,95.65,,,False
"Design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",design implement or operate comprehensive datum warehouse system to balance optimization of datum access with batch loading and resource utilization factor accord to customer requirement,0.0095112767260361,15-1199,Data Warehousing Specialists,16133.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.007822219174295,0.0095573005993605,,,,,,,,,,,,,,,,,,,0.2806511538461538,0.0,0.0,3.86,,,95.65,,,False
"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures.",perform system analysis datum analysis or programming use a variety of computer language and procedure,0.0165470156740628,15-1199,Data Warehousing Specialists,16123.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.013608518289527,0.0166270846043669,,,,,,,,,,,,,,,,,,,0.7288584615384615,0.0,0.0,3.83,,,100.0,,,False
"Create supporting documentation, such as metadata and diagrams of entity relationships, business processes, and process flow.",create support documentation such as metadata and diagram of entity relationship business process and process flow,0.0912040234003465,15-1199,Data Warehousing Specialists,16129.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0750075811233778,0.0916453482130467,,,,,,,,,,,,,,,,,,,0.2205896153846153,0.0,0.0,3.78,,,100.0,,,False
Test software systems or applications for software enhancements or new products.,test software system or application for software enhancement or new product,0.0050813670180193,15-1199,Data Warehousing Specialists,16116.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0041789938054453,0.0051059551147268,,,,,,,,,,,,,,,,,,,0.235,0.0,0.0,3.15,,,86.96,,,False
"Verify the structure, accuracy, or quality of warehouse data.",verify the structure accuracy or quality of warehouse datum,0.0024755377780094,15-1199,Data Warehousing Specialists,16121.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0020359200590631,0.0024875165943541,,,,,,,,,,,,,,,,,,,0.54912,0.0,0.0,4.43,,,100.0,,,False
"Develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",develop or maintain standard such as organization structure or nomenclature for the design of datum warehouse element such as datum architecture model tool and database,0.0091204023400346,15-1199,Data Warehousing Specialists,16127.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0075007581123377,0.0091645348213046,,,,,,,,,,,,,,,,,,,0.1212180769230769,0.0,0.0,3.95,,,91.3,,,False
"Write new programs or modify existing programs to meet customer requirements, using current programming languages and technologies.",write new program or modify exist program to meet customer requirement use current programming language and technology,1.4591340829435446,15-1199,Data Warehousing Specialists,16120.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,1.200014144286728,1.4661946494827298,,,,,,,,,,,,,,,,,,,0.6642765384615384,0.0,0.0,3.91,,,100.0,,,False
Create or implement metadata processes and frameworks.,create or implement metadata process and framework,0.0066448645620252,15-1199,Data Warehousing Specialists,16131.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0054648380532746,0.0066770182269505,,,,,,,,,,,,,,,,,,,0.1921184615384615,0.0,0.0,3.71,,,91.3,,,False
"Map data between source systems, data warehouses, and data marts.",Map datum between source system datum warehouse and data mart,0.0200648851480762,15-1199,Data Warehousing Specialists,16124.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0165016678471431,0.0201619766068702,,,,,,,,,,,,,,,,,,,0.3691957692307692,0.0,0.0,4.22,,,100.0,,,False
"Develop data warehouse process models, including sourcing, loading, transformation, and extraction.",develop datum warehouse process model include source loading transformation and extraction,0.0063842816380242,15-1199,Data Warehousing Specialists,16132.0,,,06/2009,Analyst,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0052505306786364,0.0064151743749132,,,,,,,,,,,,,,,,,,,0.5049996153846155,0.0,0.0,4.43,,,100.0,,,False
Identify and analyze industry or geographic trends with business strategy implications.,identify and analyze industry or geographic trend with business strategy implication,0.0204557595340777,15-1199,Business Intelligence Analysts,16141.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0168231289091004,0.0205547423849261,,,,,,,,,,,,,,,,,,,1.0004846153846154,0.0,0.0,3.86,,,100.0,,,False
"Disseminate information regarding tools, reports, or metadata enhancements.",disseminate information regard tool report or metadata enhancement,0.0182408046800693,15-1199,Business Intelligence Analysts,16143.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0150015162246755,0.0183290696426093,,,,,,,,,,,,,,,,,,,0.5919230769230769,0.0,0.0,3.65,,,95.24,,,False
"Generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders.",generate standard or custom report summarize business financial or economic datum for review by executive manager client and other stakeholder,0.2027335148727703,15-1199,Business Intelligence Analysts,16150.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.1667311374685371,0.203714516885001,,,,,,,,,,,,,,,,,,,2.9574065384615382,0.0,0.0,4.64,,,100.0,,,False
"Document specifications for business intelligence or information technology (IT) reports, dashboards, or other outputs.",document specification for business intelligence or information technology IT report dashboard or other output,0.0192831363760732,15-1199,Business Intelligence Analysts,16142.0,Supplemental,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0158587457232284,0.0193764450507583,,,,,,,,,,,,,,,,,,,0.9887783566433566,,,3.700909090909091,,,95.39545454545454,,,True
"Provide technical support for existing reports, dashboards, or other tools.",provide technical support for exist report dashboard or other tool,0.0078174877200297,15-1199,Business Intelligence Analysts,16134.0,Supplemental,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0064292212391466,0.0078553155611182,,,,,,,,,,,,,,,,,,,1.4790384615384615,0.0,0.0,3.95,,,95.24,,,False
Synthesize current business intelligence or trend data to support recommendations for action.,synthesize current business intelligence or trend datum to support recommendation for action,0.077914294276296,15-1199,Business Intelligence Analysts,16149.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0640779050168285,0.0782913117591456,,,,,,,,,,,,,,,,,,,1.173710384615385,0.0,0.0,3.59,,,100.0,,,False
"Collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",collect business intelligence datum from available industry report public information field report or purchase source,0.0406509361441544,15-1199,Business Intelligence Analysts,16146.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0334319504435626,0.040847640917815,,,,,,,,,,,,,,,,,,,1.0461757692307692,0.0,0.0,3.68,,,100.0,,,False
"Analyze competitive market strategies through analysis of related product, market, or share trends.",analyze competitive market strategy through analysis of related product market or share trend,0.0409115190681554,15-1199,Business Intelligence Analysts,16148.0,Core,24.0,07/2012,Occupational Expert,15.0,Computer and Mathematical Occupations,1.0,1.0,0.0336462578182009,0.0411094847698523,,,,,,,,,,,,,,,,,,,0.8678369230769231,0.0,0.0,3.58,,,86.36,,,False
