O*NET-SOC Code,Title,Task ID,Task,freq_mean,freq_lower,freq_upper,importance,importance_lower,importance_upper,relevance,relevance_lower,relevance_upper
49-3092.00,Recreational Vehicle Service Technicians,10009,"List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams.",1.4679646153846153,0.7299107,2.8025076653846153,3.76,3.5071,4.0102,91.2,77.2245,96.9433
49-3092.00,Recreational Vehicle Service Technicians,10010,"Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures.",2.3420415384615385,1.4231676384615386,3.6678190461538467,4.13,3.9203,4.3479,95.69,87.0374,98.6554
49-3092.00,Recreational Vehicle Service Technicians,10011,"Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks.",1.1119330769230769,0.4899989846153846,2.6119459923076924,4.11,3.8884,4.3262,96.6,87.9559,99.1053
49-3092.00,Recreational Vehicle Service Technicians,10012,"Remove damaged exterior panels, and repair and replace structural frame members.",0.7183834615384616,0.18939847692307693,2.520136676923077,3.6,3.263,3.9332,96.91,89.4119,99.1491
49-3092.00,Recreational Vehicle Service Technicians,10013,"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary.",2.0203084615384617,1.1865815076923076,3.2653508615384617,3.49,3.1223,3.8556,97.54,89.6989,99.4502
49-3092.00,Recreational Vehicle Service Technicians,10014,"Repair leaks with caulking compound or replace pipes, using pipe wrenches.",0.8911953846153846,0.34776843846153843,2.4852599076923076,3.9,3.5951,4.206,96.82,87.8342,99.2269
49-3092.00,Recreational Vehicle Service Technicians,10015,"Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes.",0.924825,0.44471428846153843,1.8646500653846154,3.36,2.9969,3.7284,96.69,93.1143,98.4366
49-3092.00,Recreational Vehicle Service Technicians,10016,"Reset hardware, using chisels, mallets, and screwdrivers.",1.081478076923077,0.47947838846153845,2.727056146153846,3.46,3.1254,3.7915,90.11,79.9944,95.4082
49-3092.00,Recreational Vehicle Service Technicians,10017,"Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers.",0.6744026923076922,0.18904696153846154,2.2834318730769234,3.26,2.8561,3.6707,39.8,30.412,50.0119
49-3092.00,Recreational Vehicle Service Technicians,20802,Explain proper operation of vehicle systems to customers.,1.0965469230769231,0.5758793076923077,2.1325803115384616,4.4,4.1764,4.6233,94.59,81.2066,98.6037
49-3092.00,Recreational Vehicle Service Technicians,20803,"Inspect, repair, or replace brake systems.",0.36984307692307694,0.11000177307692308,1.2525314115384616,4.03,3.6753,4.3889,83.36,69.9444,91.5163
49-3092.00,Recreational Vehicle Service Technicians,20804,Diagnose and repair furnace or air conditioning systems.,0.7269442307692308,0.28090328076923077,2.11387865,4.02,3.7406,4.2984,87.03,71.8995,94.626
49-3093.00,Tire Repairers and Changers,8363,Place wheels on balancing machines to determine counterweights required to balance wheels.,4.535272307692308,3.148170553846154,6.1497174,4.5,4.2838,4.7134,96.82,91.9572,98.7804
49-3093.00,Tire Repairers and Changers,8364,"Raise vehicles, using hydraulic jacks.",4.320727692307692,3.0310275076923077,5.875923692307692,4.62,4.4555,4.7811,99.34,95.2046,99.9121
49-3093.00,Tire Repairers and Changers,8365,Remount wheels onto vehicles.,4.680381538461538,3.243661892307692,6.354050453846154,4.56,4.3601,4.767,99.34,95.2046,99.9121
49-3093.00,Tire Repairers and Changers,8366,Locate punctures in tubeless tires by visual inspection or by immersing inflated tires in water baths and observing air bubbles.,3.351773846153846,2.112284153846154,4.953112338461539,4.32,4.0688,4.5713,98.42,93.2636,99.6461
49-3093.00,Tire Repairers and Changers,8368,Reassemble tires onto wheels.,3.6332784615384615,2.242436515384615,5.443411576923077,4.34,4.1213,4.5627,99.34,95.2046,99.9121
49-3093.00,Tire Repairers and Changers,8369,Replace valve stems and remove puncturing objects.,3.842601538461538,2.5644246384615386,5.4128421,4.37,4.1554,4.5841,99.34,95.2046,99.9121
49-3093.00,Tire Repairers and Changers,8370,Hammer required counterweights onto rims of wheels.,4.043923846153846,2.666665323076923,5.7185886923076925,4.36,4.1427,4.5794,98.38,94.4835,99.535
49-3093.00,Tire Repairers and Changers,8371,"Rotate tires to different positions on vehicles, using hand tools.",3.8323384615384617,2.3290951076923077,5.739838353846153,4.17,3.9286,4.4172,94.99,88.464,97.9122
49-3093.00,Tire Repairers and Changers,8372,"Inspect tire casings for defects, such as holes or tears.",3.070334615384615,1.7683415538461538,4.900799507692307,4.33,4.1285,4.5393,80.93,65.8966,90.3072
49-3093.00,Tire Repairers and Changers,8373,"Seal punctures in tubeless tires by inserting adhesive material and expanding rubber plugs into punctures, using hand tools.",3.1406123076923076,1.8641628999999997,4.894678907692308,4.34,4.0571,4.6239,93.99,84.7922,97.7685
49-3093.00,Tire Repairers and Changers,8374,"Glue tire patches over ruptures in tire casings, using rubber cement.",3.014276153846154,1.7806374576923076,4.693807915384616,4.27,3.9906,4.5463,76.42,60.5649,87.2453
49-3093.00,Tire Repairers and Changers,8376,"Separate tubed tires from wheels, using rubber mallets and metal bars or mechanical tire changers.",2.585320769230769,1.3568343923076922,4.47269788076923,3.98,3.6326,4.3272,86.2,71.2326,94.0329
49-3093.00,Tire Repairers and Changers,8377,"Patch tubes with adhesive rubber patches or seal rubber patches to tubes, using hot vulcanizing plates.",1.4851296153846154,0.8148471192307692,2.604626769230769,3.94,3.4479,4.4301,65.47,52.7174,76.3313
49-3093.00,Tire Repairers and Changers,8378,Inflate inner tubes and immerse them in water to locate leaks.,2.915132307692308,1.6047590692307694,4.862319830769231,3.96,3.5112,4.4141,71.22,55.0224,83.3459
49-3093.00,Tire Repairers and Changers,8379,Clean sides of whitewall tires.,2.3659496153846153,1.3527605384615387,4.0328768269230775,3.13,2.6007,3.6687,70.65,50.7,84.9235
49-3093.00,Tire Repairers and Changers,8380,Apply rubber cement to buffed tire casings prior to vulcanization process.,2.574205769230769,1.0814033115384616,5.178386892307692,3.99,3.5224,4.4587,55.95,42.111,68.9202
49-3093.00,Tire Repairers and Changers,8381,Drive automobile or service trucks to industrial sites to provide services or respond to emergency calls.,1.5969573076923078,0.5821585384615385,3.951326511538462,3.41,2.7575,4.0556,47.8,36.7985,59.0205
49-3093.00,Tire Repairers and Changers,8382,"Prepare rims and wheel drums for reassembly by scraping, grinding, or sandblasting.",2.531275384615385,1.0640923307692307,5.123242711538461,4.03,3.6726,4.3928,56.31,38.6071,72.5428
49-3093.00,Tire Repairers and Changers,8383,Order replacements for tires or tubes.,2.826677692307692,1.2650417576923079,5.395785542307692,4.03,3.575,4.4788,69.89,58.3546,79.3612
49-3093.00,Tire Repairers and Changers,8385,"Buff defective areas of inner tubes, using scrapers.",2.623726538461538,1.3380876346153845,4.587357330769231,4.04,3.586,4.4882,71.48,54.5471,83.9543
49-3093.00,Tire Repairers and Changers,20654,"Unbolt and remove wheels from vehicles, using lug wrenches or other hand or power tools.",4.6502,3.162655,6.351887,4.51,4.2973,4.7231,99.34,95.2046,99.9121
49-3093.00,Tire Repairers and Changers,20655,Identify tire size and ply and inflate tires accordingly.,4.267015384615385,2.8446250769230765,5.9776814,4.5,4.2747,4.7218,98.08,92.9018,99.4995
49-3093.00,Tire Repairers and Changers,20656,"Assist mechanics and perform various mechanical duties, such as changing oil or checking and replacing batteries.",4.019601153846154,2.410220419230769,6.073535726923078,4.26,3.9185,4.5925,73.28,58.7144,84.094
49-3093.00,Tire Repairers and Changers,20657,Clean and tidy up the shop.,2.9788523076923075,1.7177477692307692,4.828198799999999,4.13,3.7964,4.4728,97.41,85.2776,99.5917
49-9011.00,Mechanical Door Repairers,8387,"Adjust doors to open or close with the correct amount of effort, or make simple adjustments to electric openers.",1.7249400000000001,0.8390090538461539,3.438008869230769,4.14,3.9449,4.3335,99.36,95.2879,99.9174
49-9011.00,Mechanical Door Repairers,8388,Wind large springs with upward motion of arm.,1.2520723076923077,0.7322640615384616,2.272897823076923,4.19,3.9665,4.4234,96.9,84.3364,99.452
49-9011.00,Mechanical Door Repairers,8389,"Inspect job sites, assessing headroom, side room, or other conditions to determine appropriateness of door for a given location.",0.6947896153846154,0.3539073884615385,1.651286776923077,3.92,3.4842,4.3479,98.24,94.5151,99.45
49-9011.00,Mechanical Door Repairers,8390,Collect payment upon job completion.,1.3655515384615384,0.5928987,2.9926631730769233,4.0,3.403,4.5896,89.35,78.1358,95.1662
49-9011.00,Mechanical Door Repairers,8391,"Complete required paperwork, such as work orders, according to services performed or required.",2.2211503846153846,1.4017461307692307,3.4411126576923077,4.03,3.6801,4.375,99.58,96.7564,99.9457
49-9011.00,Mechanical Door Repairers,8392,"Fasten angle iron back-hangers to ceilings and tracks, using fasteners or welding equipment.",0.9146061538461538,0.45969400000000005,2.125422076923077,4.01,3.7935,4.2204,99.15,95.7296,99.837
49-9011.00,Mechanical Door Repairers,8393,"Repair or replace worn or broken door parts, using hand tools.",2.0280630769230767,1.0763869846153846,3.5260102615384614,4.05,3.6935,4.411,99.36,95.2879,99.9174
49-9011.00,Mechanical Door Repairers,8394,"Carry springs to tops of doors, using ladders or scaffolding, and attach springs to tracks to install spring systems.",0.9745046153846153,0.5526901653846155,1.8000697423076923,4.07,3.8985,4.2345,98.91,95.5915,99.7397
49-9011.00,Mechanical Door Repairers,8395,Set doors into place or stack hardware sections into openings after rail or track installation.,0.9375026923076925,0.41623161923076923,2.2015269615384616,3.78,3.6459,3.9054,97.77,92.3374,99.377
49-9011.00,Mechanical Door Repairers,8396,"Remove or disassemble defective automatic mechanical door closers, using hand tools.",0.9426942307692308,0.40075027692307696,2.2363119576923074,3.69,3.4274,3.9622,95.49,84.3486,98.8118
49-9011.00,Mechanical Door Repairers,8397,"Install door frames, rails, steel rolling curtains, electronic-eye mechanisms, or electric door openers and closers, using power tools, hand tools, and electronic test equipment.",0.8389453846153846,0.4999270653846154,1.5541276846153846,4.0,3.6374,4.3533,93.91,75.8687,98.6967
49-9011.00,Mechanical Door Repairers,8399,"Assemble and fasten tracks to structures or bucks, using impact wrenches or welding equipment.",0.9454042307692307,0.4849842,1.8371346346153847,3.89,3.5728,4.2018,97.34,91.9693,99.1542
49-9011.00,Mechanical Door Repairers,8400,"Run low voltage wiring on ceiling surfaces, using insulated staples.",0.4436011538461539,0.15930994615384617,1.5098652653846152,3.63,3.3125,3.9451,94.95,84.2952,98.5048
49-9011.00,Mechanical Door Repairers,8401,Cut door stops or angle irons to fit openings.,0.5150665384615385,0.24020749615384618,1.2041951615384616,3.58,3.2586,3.9024,90.44,76.0121,96.5798
49-9011.00,Mechanical Door Repairers,8402,Study blueprints and schematic diagrams to determine appropriate methods of installing or repairing automated door openers.,0.3007830769230769,0.09448319999999999,1.074469473076923,3.5,3.2627,3.7461,90.61,73.4008,97.1246
49-9011.00,Mechanical Door Repairers,8403,"Operate lifts, winches, or chain falls to move heavy curtain doors.",0.23356615384615387,0.06707689615384616,0.8928859076923077,3.7,3.3405,4.0618,84.49,66.1117,93.8288
49-9011.00,Mechanical Door Repairers,8404,"Order replacement springs, sections, or slats.",0.6865742307692309,0.3635946923076923,1.6091949692307694,4.11,3.9238,4.2873,59.8,35.2533,80.2478
49-9011.00,Mechanical Door Repairers,8405,"Bore or cut holes in flooring as required for installation, using hand or power tools.",0.20103346153846155,0.06465543461538462,0.6385002038461538,2.88,2.2828,3.4794,54.61,32.0579,75.4216
49-9011.00,Mechanical Door Repairers,8406,"Set in and secure floor treadles for door-activating mechanisms, and connect power packs and electrical panelboards to treadles.",0.25462576923076924,0.06721406153846154,1.4162424538461538,3.24,3.0679,3.4023,37.94,14.8559,68.1786
49-9011.00,Mechanical Door Repairers,8407,"Lubricate door closer oil chambers, and pack spindles with leather washers.",1.5244146153846154,0.5550825076923077,3.993511765384615,3.72,3.2523,4.1888,57.92,38.0722,75.5021
49-9011.00,Mechanical Door Repairers,8408,"Install dock seals, bumpers, or shelters.",0.174995,0.05170763846153847,0.7838280038461538,3.39,3.155,3.6266,78.33,57.1881,90.7251
49-9011.00,Mechanical Door Repairers,8409,"Fabricate replacements for worn or broken parts, using welders, lathes, drill presses, or shaping or milling machines.",0.532521923076923,0.20799828076923077,1.599370046153846,3.65,3.177,4.1147,71.19,47.5392,87.0791
49-9011.00,Mechanical Door Repairers,8410,"Clean door closer parts, using caustic soda, rotary brushes, or grinding wheels.",0.2815784615384615,0.12992877692307692,0.6118706230769231,2.78,2.5514,3.0018,47.86,25.7758,70.8155
49-9011.00,Mechanical Door Repairers,8411,"Cover treadles with carpeting or other floor covering materials, and test systems by operating treadles.",0.0611673076923077,0.02414076153846154,0.2784762615384615,2.99,2.304,3.6807,33.83,11.467,66.8674
49-9011.00,Mechanical Door Repairers,20805,"Prepare doors for hardware installation, such as drilling holes to install locks.",0.6484034615384615,0.31127304230769226,1.6619252615384617,3.64,3.3102,3.9624,95.88,84.8922,98.971
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11774,Turn meters on or off to establish or close service.,0.6961784615384615,0.24006613076923075,2.4882594,3.95,3.7115,4.1791,52.17,29.6051,73.8778
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11775,Turn valves to allow measured amounts of air or gas to pass through meters at specified flow rates.,0.30890461538461544,0.1427560230769231,0.7614527038461538,3.86,3.4982,4.2194,55.69,35.6896,74.004
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11776,Report hazardous field situations and damaged or missing meters.,0.38171076923076924,0.18832191538461535,1.0165852269230768,3.85,3.4918,4.2092,58.21,35.5229,77.8853
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11777,"Record meter readings and installation data on meter cards, work orders, or field service orders, or enter data into hand-held computers.",1.343285,0.5822282884615385,3.087515346153846,3.96,3.7313,4.1903,56.38,32.8346,77.3663
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11778,"Connect regulators to test stands, and turn screw adjustments until gauges indicate that inlet and outlet pressures meet specifications.",0.19012653846153849,0.07893317692307693,0.5626007807692308,3.81,3.4932,4.1317,43.74,24.9121,64.5716
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11779,"Disassemble and repair mechanical control devices or valves, such as regulators, thermostats, or hydrants, using power tools, hand tools, and cutting torches.",0.7321815384615384,0.3618093269230769,1.5912484423076925,3.86,3.4699,4.2443,72.54,50.4722,87.2527
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11780,"Record maintenance information, including test results, material usage, and repairs made.",0.6705192307692307,0.37074830000000003,1.1613967384615385,4.13,3.8514,4.4035,74.22,54.7951,87.2382
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11781,"Disconnect or remove defective or unauthorized meters, using hand tools.",1.0178203846153846,0.3570612846153846,2.6907804923076926,3.67,3.3923,3.9487,66.04,47.2194,80.872
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11782,"Lubricate wearing surfaces of mechanical parts, using oils or other lubricants.",0.2896276923076923,0.15344288076923077,0.6034528923076924,3.75,3.4085,4.0902,73.79,55.4738,86.4178
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11783,"Test valves and regulators for leaks and accurate temperature and pressure settings, using precision testing equipment.",0.6163315384615384,0.22695268076923075,1.6418580269230771,3.97,3.5256,4.4089,61.49,40.1661,79.1615
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11784,"Install regulators and related equipment such as gas meters, odorization units, and gas pressure telemetering equipment.",0.2855019230769231,0.13304410769230768,0.5502186653846154,3.89,3.6305,4.1535,36.43,22.3196,53.3347
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11785,"Shut off service and notify repair crews when major repairs are required, such as the replacement of underground pipes or wiring.",0.5600453846153846,0.17086900384615386,1.8783648115384615,3.92,3.6383,4.2055,56.39,38.2644,72.9581
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11786,"Examine valves or mechanical control device parts for defects, dents, or loose attachments, and mark malfunctioning areas of defective units.",0.5034346153846153,0.24963267307692305,1.1467436576923076,3.83,3.5139,4.1409,64.44,43.3933,81.0794
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11787,"Attach air hoses to meter inlets, plug outlets, and observe gauges for pressure losses to test internal seams for leaks.",0.3009538461538462,0.13336907307692306,0.9189537307692308,3.63,3.2928,3.9735,34.11,22.904,47.4263
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11788,"Dismantle meters, and replace or adjust defective parts such as cases, shafts, gears, disks, and recording mechanisms, using soldering irons and hand tools.",0.524545,0.1385126076923077,2.056416,3.67,3.2603,4.0851,40.8,29.5953,53.0557
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11789,Advise customers on proper installation of valves or regulators and related equipment.,0.6296023076923077,0.16484143846153845,2.5169192615384617,3.36,2.9182,3.803,27.24,13.0255,48.3343
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11790,"Connect hoses from provers to meter inlets and outlets, and raise prover bells until prover gauges register zero.",0.2193796153846154,0.07233365769230769,0.6531950346153846,3.1,2.7605,3.4478,36.53,25.0288,49.8037
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11791,"Make adjustments to meter components, such as setscrews or timing mechanisms, so that they conform to specifications.",0.186885,0.05547561153846154,0.6396266192307692,3.57,3.303,3.8291,46.16,28.1251,65.2622
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11792,"Replace defective parts, such as bellows, range springs, and toggle switches, and reassemble units according to blueprints, using cam presses and hand tools.",0.41654192307692306,0.13876593846153848,1.3846339230769231,3.74,3.1483,4.332,31.63,21.7442,43.5073
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11793,Investigate instances of illegal tapping into service lines.,0.3796053846153846,0.10393564615384616,1.4570352269230769,3.81,3.3575,4.2635,37.49,23.9248,53.3614
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11794,"Install, inspect and test electric meters, relays, and power sources to detect causes of malfunctions and inaccuracies, using hand tools and testing equipment.",0.7654661538461538,0.3345394769230769,1.6343936692307692,3.98,3.7582,4.1946,44.6,23.7754,67.5055
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11795,Trace and tag meters or house lines.,0.7568953846153846,0.2924074461538462,1.6501719692307695,3.79,3.4626,4.1211,36.66,19.4122,58.1743
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11796,"Mount and install meters and other electric equipment such as time clocks, transformers, and circuit breakers, using electricians' hand tools.",0.7407534615384614,0.25680508846153843,1.6757258153846153,3.82,3.491,4.1475,51.8,28.7858,74.0793
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11797,Vary air pressure flowing into regulators and turn handles to assess functioning of valves and pistons.,0.2093076923076923,0.07632835000000002,0.5407859692307692,3.85,3.6267,4.0729,41.04,24.0025,60.5459
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11799,"Measure tolerances of assembled and salvageable parts for conformance to standards or specifications, using gauges, micrometers, and calipers.",0.32174846153846154,0.08268001538461539,1.4185813923076922,3.7,3.3034,4.0894,44.94,24.6098,67.1225
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11800,"Repair leaks in valve seats or bellows of automotive heater thermostats, using soft solder, flux, and acetylene torches.",0.9258811538461539,0.26558739230769235,2.8336551846153846,3.48,2.4016,4.5501,27.81,17.4008,41.3356
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11801,"Clean internal compartments and moving parts, using rags and cleaning compounds.",0.28255346153846156,0.11528768846153847,0.7967890038461538,3.69,3.2557,4.1293,58.45,40.7027,74.2463
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11802,"Repair electric meters and components, such as transformers and relays, and replace metering devices, dial glasses, and faulty or incorrect wiring, using hand tools.",1.2147703846153846,0.4618986538461538,3.4300281346153847,3.76,3.4584,4.0627,56.13,31.663,77.9389
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11804,"Cut seats to receive new orifices, tap inspection ports, and perform other repairs to salvage usable materials, using hand tools and machine tools.",0.47978038461538464,0.13138977692307693,2.0483060423076926,3.87,3.5379,4.2003,34.21,22.3111,48.4831
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11810,"Splice and connect cables from meters or current transformers to pull boxes or switchboards, using hand tools.",0.2637673076923077,0.07480097692307691,0.847472973076923,3.39,3.0762,3.7123,30.37,14.5762,52.7196
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",11811,"Clean plant growth, scale, paint, soil, or rust from meter housings, using wire brushes, scrapers, buffers, sandblasters, or cleaning compounds.",0.29917461538461537,0.17413001538461537,0.5455865115384615,3.14,2.8605,3.4113,44.21,25.9833,64.1492
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",21024,"Calibrate instrumentation, such as meters, gauges, and regulators, for pressure, temperature, flow, and level.",0.4144823076923077,0.18964103461538462,0.8375381423076923,3.98,3.6171,4.3456,44.52,32.031,57.7368
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23552,"Test electrical circuits or components for continuity, using electrical test equipment.",1.8897046153846153,0.5521515346153847,5.134812565384616,4.61,4.3809,4.8472,87.72,60.3717,97.0991
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23553,"Repair or replace defective equipment, components, or wiring.",1.85799,0.6465002461538462,4.743264826923077,4.23,3.8559,4.5948,86.22,60.8045,96.1859
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23554,Discuss heating or cooling system malfunctions with users to isolate problems or to verify that repairs corrected malfunctions.,1.8449323076923079,0.542790623076923,5.154293465384615,4.41,4.0159,4.7991,89.79,62.5474,97.8856
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23555,"Connect heating or air conditioning equipment to fuel, water, or refrigerant source to form complete circuit.",1.059136923076923,0.2735714461538462,3.869575207692308,4.29,3.8394,4.7458,86.76,57.7298,96.9182
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23556,"Install, connect, or adjust thermostats, humidistats, or timers.",1.4849315384615385,0.4656497230769231,4.0116328,4.09,3.9135,4.2574,86.37,61.2472,96.2161
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23557,"Comply with all applicable standards, policies, or procedures, such as safety procedures or the maintenance of a clean work area.",3.2694807692307695,1.4686151,6.085546000000001,4.53,4.1638,4.9056,100.0,,
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23558,"Study blueprints, design specifications, or manufacturers' recommendations to ascertain the configuration of heating or cooling equipment components and to ensure the proper installation of components.",0.9479865384615385,0.23007482307692306,3.9750654692307688,4.44,4.2696,4.608,93.6,66.5208,99.081
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23559,"Install auxiliary components to heating or cooling equipment, such as expansion or discharge valves, air ducts, pipes, blowers, dampers, flues, or stokers.",0.9831292307692308,0.29327574615384616,3.171954388461539,4.08,3.7809,4.3748,85.57,64.3012,95.1257
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23560,Braze or solder parts to repair defective joints and leaks.,0.6966426923076923,0.26086174615384616,1.8568108038461542,4.07,3.8169,4.3317,92.73,58.8307,99.1286
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23561,"Lay out and connect electrical wiring between controls and equipment, according to wiring diagrams, using electrician's hand tools.",0.6626496153846154,0.32792909615384613,1.2460082884615384,4.05,3.7242,4.38,86.89,59.5762,96.7518
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23562,Inspect and test systems to verify system compliance with plans and specifications or to detect and locate malfunctions.,1.2240996153846153,0.3943662115384616,4.012571792307693,4.23,3.8965,4.5584,84.39,61.114,94.8975
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23563,"Record and report time, materials, faults, deficiencies, or other unusual occurrences on work orders.",1.385748846153846,0.3829342923076923,4.7952321115384615,3.86,3.2803,4.4404,85.72,63.6591,95.366
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23564,Perform mechanical overhauls and refrigerant reclaiming.,0.7150773076923077,0.23480998846153847,2.383533373076923,4.01,3.7758,4.2512,100.0,,
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23565,Adjust system controls to settings recommended by manufacturer to balance system.,0.4589969230769231,0.1556365576923077,1.3915581884615384,4.27,4.047,4.4943,85.72,63.6591,95.366
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23566,"Install expansion and control valves, using acetylene torches and wrenches.",0.3353092307692308,0.11890735384615385,0.9586448961538462,3.99,3.7843,4.1891,98.18,87.2363,99.7662
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23567,"Install dehumidifiers or related equipment for spaces that require cool, dry air to operate efficiently, such as computer rooms.",0.48597615384615384,0.16646334615384617,1.3349492692307692,3.87,3.4082,4.33,94.12,73.8077,98.9105
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23568,"Recommend, develop, or perform preventive or general maintenance procedures, such as cleaning, power-washing, or vacuuming equipment, oiling parts, or changing filters.",2.8019523076923076,1.420467723076923,4.833903169230769,4.24,3.8983,4.5764,80.44,57.6162,92.5607
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23569,"Cut or drill holes in floors, walls, or roof to install equipment, using power saws or drills.",1.1636307692307692,0.32241456153846154,4.002614203846154,3.79,3.355,4.2155,94.01,70.3991,99.0431
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23570,"Mount compressor, condenser, and other components in specified locations on frames, using hand tools and acetylene welding equipment.",0.49570346153846157,0.17891018846153844,1.3675000653846152,3.9,3.6258,4.1667,90.48,61.2146,98.2835
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23571,"Measure, cut, thread, or bend pipe or tubing, using pipe fitter's tools.",0.3660476923076923,0.1990598923076923,0.5950420846153845,3.91,3.5444,4.2807,82.46,56.7234,94.4047
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23572,Keep records of repairs and replacements made and causes of malfunctions.,1.458611153846154,0.7584298038461539,2.9939382153846155,3.83,3.5823,4.0877,93.77,75.5475,98.6563
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23573,"Install or repair air purification systems, such as specialized filters or ultraviolet (UV) light purification systems.",0.036890000000000006,0.012314703846153846,0.10319462692307693,3.33,3.1406,3.5228,61.62,38.3751,80.5411
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23574,"Estimate, order, pick up, deliver, and install materials and supplies needed to maintain equipment in good working condition.",0.90463,0.47706234230769234,1.8079350692307692,3.78,3.6349,3.9326,96.36,76.3357,99.5427
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23575,"Schedule work with customers and initiate work orders, house requisitions, and orders from stock.",1.169576923076923,0.6035382230769231,2.8149568307692308,3.71,3.3499,4.0629,91.02,70.5498,97.7193
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23576,Supervise and instruct assistants.,1.2344215384615385,0.4040549846153846,3.8591584653846156,3.64,3.2369,4.038,86.13,78.3133,91.4311
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23577,"Lay out reference points for installation of structural and functional components, using measuring instruments.",0.22708192307692307,0.09234530000000002,0.8359682692307693,3.47,3.0548,3.8949,72.04,53.5101,85.2247
