task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015,feedback_loop,directive,task_iteration,validation,learning,filtered
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,95.0,Incumbent,34.0,0.0615319021109803,0.0023436183733037,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.4246369230769231,4.35,100.0,False,0.9597576923076924,4.33,100.0,False,0.0,0.6016210067304958,0.05401459854014595,0.18710778272822065,0.0233576642335766,0.1338989477675609
"Participate in student recruitment, registration, and placement activities.",participate in student recruitment registration and placement activities,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,95.0,Incumbent,34.0,0.007752050659651,0.0002952590076603,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.2948807692307692,3.66,60.12,False,0.2271365384615384,3.33,73.55,False,0.0,0.625,0.1875,0.0,0.0,0.1875
Collaborate with colleagues to address teaching and research issues.,collaborate with colleagues to address teaching and research issues,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,95.0,Incumbent,33.0,0.0086403064644027,0.0003390632164988,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.2606473076923077,4.05,86.01,False,0.6243492307692308,3.75,96.92,False,0.0,0.1401869158878504,0.4953271028037383,0.0,0.2523364485981308,0.1121495327102803
Maintain regularly scheduled office hours to advise and assist students.,maintain regularly scheduled office hours to advise and assist students,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,94.0,Incumbent,34.0,0.0017765116095033,6.766352258881894e-05,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.8810596153846153,4.16,92.77,False,1.5066923076923078,3.95,99.84,False,0.0,0.0,0.0,0.0,0.0,1.0
Compile bibliographies of specialized materials for outside reading assignments.,compile bibliographies of specialized materials for outside reading assignments,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,94.0,Incumbent,34.0,0.0232561519789532,0.0008857770229809,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.240941923076923,3.56,75.59,False,0.1711461538461538,3.12,80.97,False,0.0,0.4791666666666667,0.2743055555555556,0.0,0.1909722222222222,0.0555555555555555
"Evaluate and grade students' class work, assignments, and papers.",evaluate and grade students class work assignments and papers,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,95.0,Incumbent,21.0,0.1378411507919205,0.0085001201818398,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.7720623076923077,4.59,100.0,False,1.56331,4.72,100.0,False,0.0128881077914469,0.4903339191564148,0.1628588166373755,0.2636203866432337,0.0333919156414762,0.0369068541300527
Provide professional consulting services to government or industry.,provide professional consulting services to government or industry,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Supplemental,94.0,Incumbent,33.0,0.0508728324539601,0.0019963535177032,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.687551923076923,3.02,56.66,False,0.1105380769230769,2.95,59.56,False,0.0269841269841269,0.1777777777777777,0.3079365079365079,0.0,0.4476190476190476,0.0396825396825396
"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",plan evaluate and revise curricula course content and course materials and methods of instruction,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,95.0,Incumbent,13.0,0.0666191853563763,0.0066362301000574,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.3556388461538461,4.43,98.14,False,0.6288815384615385,4.22,100.0,False,0.0,0.3393939393939394,0.509090909090909,0.0,0.1151515151515151,0.0363636363636363
Perform administrative duties such as serving as department head.,perform administrative duties such as serving as department head,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Supplemental,95.0,Incumbent,32.0,0.001857262137208,7.516033333019521e-05,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.6295126923076924,3.89,43.85,False,2.3182892307692304,3.73,45.44,False,0.0,0.0,0.0,0.0,0.0,1.0
"Initiate, facilitate, and moderate classroom discussions.",initiate facilitate and moderate classroom discussions,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,95.0,Incumbent,33.0,0.05224559142494,0.0020502233745301,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.769078846153846,4.57,99.4,False,2.270714615384615,4.62,100.0,False,0.0,0.1916537867078825,0.061823802163833,0.0479134466769706,0.4714064914992272,0.2272024729520865
Select and obtain materials and supplies such as textbooks.,select and obtain materials and supplies such as textbooks,25-1011.00,"Business Teachers, Postsecondary",business teachers postsecondary,Core,95.0,Incumbent,18.0,0.002664767414255,0.0001917133140016,Educational Instruction and Library Occupations,1.0,46.76442307692308,97270.0,59.91346153846154,124620.0,81780.0,430.0,36.23557692307692,75370.0,49.28038461538461,102503.2,36.70673076923077,76350.0,49.92115384615385,103836.0,84890.0,960.0,0.0530393602900574,0.0205596037255914,0.0615605918228911,0.0509740828647434,0.0566315384615384,3.8,93.82,False,0.452715,3.79,93.14,False,0.0,0.0,0.0,0.0,0.0,1.0
Provide professional consulting services to government or industry.,provide professional consulting services to government or industry,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Supplemental,58.0,Incumbent,33.0,0.0508728324539601,0.0019963535177032,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.0806107692307692,2.98,52.3,False,0.0789892307692307,2.67,53.47,False,0.0269841269841269,0.1777777777777777,0.3079365079365079,0.0,0.4476190476190476,0.0396825396825396
"Prepare course materials such as syllabi, homework assignments, and handouts.",prepare course materials such as syllabi homework assignments and handouts,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,33.0,0.0233369025066578,0.0009157875660575,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.9823084615384616,4.59,97.9,False,0.4941488461538461,4.5,100.0,False,0.0,0.5190311418685121,0.4152249134948096,0.0,0.0,0.0657439446366782
"Compile, administer, and grade examinations or assign this work to others.",compile administer and grade examinations or assign this work to others,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,34.0,0.0615319021109803,0.0023436183733037,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.9257576923076924,4.58,95.2,False,0.6189707692307692,4.34,100.0,False,0.0,0.6016210067304958,0.05401459854014595,0.18710778272822065,0.0233576642335766,0.1338989477675609
"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",serve on academic or administrative committees that deal with institutional policies departmental matters and academic issues,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,34.0,0.0017765116095033,6.766352258881894e-05,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.2460073076923077,3.38,89.93,False,0.2003311538461538,3.25,86.83,False,0.0,0.0,0.0,0.0,0.0,1.0
"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",conduct research in a particular field of knowledge and publish findings in professional journals books or electronic media,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,29.0,0.0750979907653697,0.0033534805395901,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,1.8116061538461536,4.12,60.3,False,0.235505,3.34,69.6,False,0.0,0.1688172043010752,0.1516129032258064,0.0193548387096774,0.632258064516129,0.0279569892473118
Act as advisers to student organizations.,act as advisers to student organizations,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Supplemental,58.0,Incumbent,34.0,0.0037952748021208,0.000144553889167,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.1374988461538461,2.9,50.41,False,0.2068984615384615,2.89,73.62,False,0.0,0.3829787234042553,0.3617021276595745,0.0,0.0,0.2553191489361702
Participate in campus and community events.,participate in campus and community events,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Supplemental,58.0,Incumbent,32.0,0.0083980548812886,0.0003398554202756,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.2050038461538461,3.12,85.14,False,0.1583,2.81,95.11,False,0.0,0.4038461538461538,0.3076923076923077,0.0,0.0,0.2884615384615384
"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",plan evaluate and revise curricula course content and course materials and methods of instruction,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,13.0,0.0666191853563763,0.0066362301000574,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.2542503846153846,4.15,97.21,False,0.2543280769230769,4.25,99.06,False,0.0,0.3393939393939394,0.509090909090909,0.0,0.1151515151515151,0.0363636363636363
"Initiate, facilitate, and moderate classroom discussions.",initiate facilitate and moderate classroom discussions,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,57.0,Incumbent,33.0,0.05224559142494,0.0020502233745301,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.8329553846153847,3.94,99.75,False,1.1844511538461535,4.1,100.0,False,0.0,0.1916537867078825,0.061823802163833,0.0479134466769706,0.4714064914992272,0.2272024729520865
"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",keep abreast of developments in the field by reading current literature talking with colleagues and participating in professional conferences,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,29.0,0.0829307919527255,0.0037032521657624,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.7020773076923077,4.16,95.36,False,0.5827207692307692,4.09,100.0,False,0.0,0.044790652385589,0.0311587147030185,0.0262901655306718,0.8568646543330087,0.0408958130477117
"Participate in student recruitment, registration, and placement activities.",participate in student recruitment registration and placement activities,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,34.0,0.007752050659651,0.0002952590076603,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.2000953846153846,3.83,72.72,False,0.0798684615384615,3.32,77.78,False,0.0,0.625,0.1875,0.0,0.0,0.1875
"Evaluate and grade students' class work, laboratory work, assignments, and papers.",evaluate and grade students class work laboratory work assignments and papers,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,7.0,0.0075097990765369,0.0013892990806873,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.8079099999999999,4.39,100.0,False,1.2250184615384614,4.66,100.0,False,0.0,0.5591397849462365,0.0,0.1935483870967742,0.0,0.2473118279569892
Maintain regularly scheduled office hours to advise and assist students.,maintain regularly scheduled office hours to advise and assist students,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,34.0,0.0017765116095033,6.766352258881894e-05,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.920811153846154,4.07,91.18,False,0.7882776923076923,4.06,96.5,False,0.0,0.0,0.0,0.0,0.0,1.0
Perform administrative duties such as serving as department head.,perform administrative duties such as serving as department head,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Supplemental,56.0,Incumbent,32.0,0.001857262137208,7.516033333019521e-05,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,1.8330626923076925,3.75,51.44,False,1.058486923076923,3.19,42.88,False,0.0,0.0,0.0,0.0,0.0,1.0
Advise students on academic and vocational curricula and on career issues.,advise students on academic and vocational curricula and on career issues,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,57.0,Incumbent,32.0,0.0261631709763222,0.0010587803477818,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.5452930769230769,4.04,90.81,False,0.2247346153846154,3.81,96.39,False,0.0,0.20830123266563938,0.23719183359013868,0.0,0.4199730354391371,0.13453389830508475
Compile bibliographies of specialized materials for outside reading assignments.,compile bibliographies of specialized materials for outside reading assignments,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,34.0,0.0232561519789532,0.0008857770229809,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.1433653846153846,3.21,65.17,False,0.1853188461538461,3.13,79.84,False,0.0,0.4791666666666667,0.2743055555555556,0.0,0.1909722222222222,0.0555555555555555
Collaborate with colleagues to address teaching and research issues.,collaborate with colleagues to address teaching and research issues,25-1021.00,"Computer Science Teachers, Postsecondary",computer science teachers postsecondary,Core,58.0,Incumbent,33.0,0.0086403064644027,0.0003390632164988,Educational Instruction and Library Occupations,2.0,46.48557692307692,96690.0,48.24038461538461,100340.0,36240.0,420.0,35.98076923076923,74840.0,48.93384615384616,101782.4,31.45673076923077,65430.0,42.78115384615385,88984.8,33760.0,530.0,0.0235038691234003,0.0200814734063916,0.0244821013068771,0.0281419415815771,0.5143592307692307,3.69,94.89,False,0.211356923076923,3.72,99.06,False,0.0,0.1401869158878504,0.4953271028037383,0.0,0.2523364485981308,0.1121495327102803
"Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media.",conduct research in a particular field of knowledge and publish findings in books professional journals or electronic media,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,2.0,0.0650041748022824,0.0420897866649099,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,1.049653076923077,3.87,46.98,False,0.4177484615384615,3.74,68.6,False,0.0186335403726708,0.1913043478260869,0.1378881987577639,0.0186335403726708,0.6198757763975156,0.0136645962732919
Select and obtain materials and supplies such as textbooks.,select and obtain materials and supplies such as textbooks,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,18.0,0.002664767414255,0.0001917133140016,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,0.1460123076923077,3.62,89.8,False,0.0482988461538461,3.47,86.11,False,0.0,0.0,0.0,0.0,0.0,1.0
Advise students on academic and vocational curricula and on career issues.,advise students on academic and vocational curricula and on career issues,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,32.0,0.0261631709763222,0.0010587803477818,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,0.2447457692307692,3.54,84.56,False,0.4845542307692307,3.6,92.62,False,0.0,0.20830123266563938,0.23719183359013868,0.0,0.4199730354391371,0.13453389830508475
"Initiate, facilitate, and moderate classroom discussions.",initiate facilitate and moderate classroom discussions,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,33.0,0.05224559142494,0.0020502233745301,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,1.7647703846153848,4.2,88.62,False,1.9763507692307691,4.25,99.8,False,0.0,0.1916537867078825,0.061823802163833,0.0479134466769706,0.4714064914992272,0.2272024729520865
Maintain regularly scheduled office hours to advise and assist students.,maintain regularly scheduled office hours to advise and assist students,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,34.0,0.0017765116095033,6.766352258881894e-05,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,1.2213553846153846,4.24,96.29,False,1.5432284615384615,4.21,97.44,False,0.0,0.0,0.0,0.0,0.0,1.0
Perform administrative duties such as serving as department head.,perform administrative duties such as serving as department head,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Supplemental,107.0,Incumbent,32.0,0.001857262137208,7.516033333019521e-05,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,0.33211,3.46,42.12,False,1.6584538461538465,3.5,47.04,False,0.0,0.0,0.0,0.0,0.0,1.0
"Prepare course materials such as syllabi, homework assignments, and handouts.",prepare course materials such as syllabi homework assignments and handouts,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,33.0,0.0233369025066578,0.0009157875660575,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,0.5441707692307692,4.37,99.88,False,0.6418884615384616,4.41,100.0,False,0.0,0.5190311418685121,0.4152249134948096,0.0,0.0,0.0657439446366782
"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",plan evaluate and revise curricula course content and course materials and methods of instruction,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,13.0,0.0666191853563763,0.0066362301000574,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,0.412065,4.26,96.51,False,0.7447303846153845,4.09,95.85,False,0.0,0.3393939393939394,0.509090909090909,0.0,0.1151515151515151,0.0363636363636363
"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",serve on academic or administrative committees that deal with institutional policies departmental matters and academic issues,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,34.0,0.0017765116095033,6.766352258881894e-05,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,0.1391,3.25,86.05,False,0.2651776923076923,3.3,86.71,False,0.0,0.0,0.0,0.0,0.0,1.0
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Core,107.0,Incumbent,34.0,0.0615319021109803,0.0023436183733037,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,1.0049434615384616,4.57,96.51,False,0.88622,4.62,100.0,False,0.0,0.6016210067304958,0.05401459854014595,0.18710778272822065,0.0233576642335766,0.1338989477675609
Act as advisers to student organizations.,act as advisers to student organizations,25-1022.00,"Mathematical Science Teachers, Postsecondary",mathematical science teachers postsecondary,Supplemental,107.0,Incumbent,34.0,0.0037952748021208,0.000144553889167,Educational Instruction and Library Occupations,2.0,38.14903846153846,79350.0,38.35576923076923,79780.0,48820.0,350.0,32.29326923076923,67170.0,43.91884615384616,91351.2,33.09134615384615,68830.0,45.00423076923077,93608.8,53850.0,620.0,0.0316627729195476,0.016734561171993,0.0390509820905016,0.0329207618501468,0.2420446153846154,3.17,53.41,False,0.2485938461538461,2.96,63.95,False,0.0,0.3829787234042553,0.3617021276595745,0.0,0.0,0.2553191489361702
