task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Mount raceways and conduits and fasten wires to wood framing, using staplers.",Security and Fire Alarm Systems Installers,1,1.0,1.0,1,1,1.0,1.0,"mount raceways and conduits and fasten wires to wood framing, using staplers.",49-2098,Security and Fire Alarm Systems Installers,security and fire alarm systems installers,,,,,,,"Installation, Maintenance, and Repair Occupations",,28.51,59300.0,28.3,58860.0,81510.0,830.0,20.87,43420.0,28.383200000000002,59051.200000000004,20.97,43620.0,28.5192,59323.200000000004,64730.0,680.0,,,,,0.7007634615384615,0.0,,False,0.7007634615384615,0.0,,False
"Mount, balance, change, or check condition or pressure of tires.",Motorcycle Mechanics,1,1.0,1.0,1,1,1.0,1.0,"mount, balance, change, or check condition or pressure of tires.",49-3052,Motorcycle Mechanics,motorcycle mechanics,,,,,,,"Installation, Maintenance, and Repair Occupations",,22.69,47200.0,20.25,42120.0,14010.0,240.0,16.45,34220.0,22.372,46539.200000000004,19.25,40040.0,26.180000000000003,54454.4,15850.0,220.0,,,,,4.41545,0.0,,False,2.9877184615384618,0.0,,False
"Move controls to set cutting specifications, to position cutting tools and workpieces in relation to each other, and to start machines.","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",1,1.0,1.0,1,1,1.0,1.0,"move controls to set cutting specifications, to position cutting tools and workpieces in relation to each other, and to start machines.",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","milling and planing machine setters, operators, and tenders, metal and plastic",,,,,,,Production Occupations,,23.22,48310.0,21.64,45000.0,13810.0,90.0,18.39,38250.0,25.010400000000004,52020.00000000001,16.52,34370.0,22.467200000000002,46743.200000000004,19750.0,120.0,,,,,5.820232692307692,0.0,,False,6.938385769230768,0.0,,False
"Move controls to set cutting speeds and depths and feed rates, and to position tools in relation to workpieces.","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,1.0,1.0,1,1,1.0,1.0,"move controls to set cutting speeds and depths and feed rates, and to position tools in relation to workpieces.",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","lathe and turning machine tool setters, operators, and tenders, metal and plastic",,,,,,,Production Occupations,,23.38,48620.0,27.65,57500.0,18970.0,50.0,17.7,36810.0,24.072,50061.600000000006,15.46,32150.0,21.025600000000004,43724.0,40140.0,70.0,,,,,3.7932742307692306,0.0,,False,6.327451923076922,0.0,,False
Move fingers over surfaces of carvings to ensure smoothness of finish.,"Stone Cutters and Carvers, Manufacturing",1,1.0,1.0,1,1,1.0,1.0,move fingers over surfaces of carvings to ensure smoothness of finish.,,"Stone Cutters and Carvers, Manufacturing","stone cutters and carvers, manufacturing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.915704615384616,0.0,,False,4.915704615384616,0.0,,False
Move furniture from area to be carpeted and remove old carpet and padding.,Carpet Installers,1,1.0,1.0,1,1,1.0,1.0,move furniture from area to be carpeted and remove old carpet and padding.,47-2041,Carpet Installers,carpet installers,,,,,,,Construction and Extraction Occupations,,23.97,49850.0,20.81,43270.0,14980.0,350.0,17.89,37220.0,24.3304,50619.200000000004,14.51,30190.0,19.733600000000003,41058.4,25810.0,400.0,,,,,0.7403330769230769,0.0,,False,0.7403330769230769,0.0,,False
"Move heat units and clamping frames over screen beds to form Braille impressions on pages, raising frames to release individual copies.","Office Machine Operators, Except Computer",1,1.0,1.0,1,1,1.0,1.0,"move heat units and clamping frames over screen beds to form braille impressions on pages, raising frames to release individual copies.",43-9071,"Office Machine Operators, Except Computer","office machine operators, except computer",,,,,,,Office and Administrative Support Occupations,,18.76,39020.0,18.4,38270.0,24740.0,170.0,13.95,29010.0,18.972,39453.600000000006,12.51,26020.0,17.0136,35387.200000000004,63290.0,480.0,,,,,0.23183153846153848,0.0,,False,1.4977773076923078,0.0,,False
Negotiate contracts for prearranged funeral services.,Funeral Home Managers,1,1.0,1.0,1,1,1.0,1.0,negotiate contracts for prearranged funeral services.,11-9171,Funeral Home Managers,funeral home managers,,,,,,,Management Occupations,,36.94,76830.0,42.82,89060.0,13120.0,170.0,,,,,,,,,,,,,,,0.5166569230769231,0.0,,False,,,,False
"Negotiate contracts with clients for desired training outcomes, fees, or expenses.",Training and Development Specialists,1,1.0,1.0,1,1,1.0,1.0,"negotiate contracts with clients for desired training outcomes, fees, or expenses.",13-1151,Training and Development Specialists,training and development specialists,,,,,,,Business and Financial Operations Occupations,,31.66,65850.0,29.09,60510.0,436610.0,6800.0,27.99,58210.0,38.0664,79165.6,22.49,46790.0,30.5864,63634.4,254060.0,3940.0,,,,,0.259615,0.0,,False,,,,False
Negotiate contracts with farmers for the production or purchase of farm products.,"Buyers and Purchasing Agents, Farm Products",1,1.0,1.0,1,1,1.0,1.0,negotiate contracts with farmers for the production or purchase of farm products.,,"Buyers and Purchasing Agents, Farm Products","buyers and purchasing agents, farm products",,,,,,,,,,,,,,,27.05,56270.0,36.788000000000004,76527.20000000001,25.49,53020.0,34.6664,72107.20000000001,12160.0,190.0,,,,,3.27319,0.0,,False,3.27319,0.0,,False
"Negotiate contracts with such service providers and suppliers as hotels, convention centers, and speakers.","Meeting, Convention, and Event Planners",1,1.0,1.0,1,1,1.0,1.0,"negotiate contracts with such service providers and suppliers as hotels, convention centers, and speakers.",13-1121,"Meeting, Convention, and Event Planners","meeting, convention, and event planners",,,,,,,Business and Financial Operations Occupations,,28.58,59440.0,23.75,49400.0,134670.0,1930.0,22.52,46840.0,30.627200000000002,63702.4,17.57,36540.0,23.895200000000003,49694.4,87400.0,850.0,,,,,1.3753942307692308,0.0,,False,0.5609484615384616,0.0,,False
Negotiate materials prices with suppliers.,Industrial Production Managers,1,1.0,1.0,1,1,1.0,1.0,negotiate materials prices with suppliers.,11-3051,Industrial Production Managers,industrial production managers,,,,,,,Management Occupations,,58.39,121440.0,52.1,108370.0,234380.0,2290.0,45.17,93940.0,61.431200000000004,127758.40000000001,43.19,89840.0,58.7384,122182.40000000001,169390.0,1870.0,,,,,0.7660257692307693,0.0,,False,0.766535,0.0,,False
"Negotiate prices, discount terms, or transportation arrangements with suppliers.","Wholesale and Retail Buyers, Except Farm Products",1,1.0,1.0,1,1,1.0,1.0,"negotiate prices, discount terms, or transportation arrangements with suppliers.",,"Wholesale and Retail Buyers, Except Farm Products","wholesale and retail buyers, except farm products",,,,,,,,,,,,,,,25.45,52940.0,34.612,71998.40000000001,23.19,48230.0,31.538400000000003,65592.8,111200.0,1340.0,,,,,2.0304276923076925,0.0,,False,2.0304276923076925,0.0,,False
Negotiate short- and long-term loans to finance construction and ownership of structures.,"Property, Real Estate, and Community Association Managers",1,1.0,1.0,1,1,1.0,1.0,negotiate short- and long-term loans to finance construction and ownership of structures.,11-9141,"Property, Real Estate, and Community Association Managers","property, real estate, and community association managers",,,,,,,Management Occupations,,32.07,66700.0,28.42,59100.0,296640.0,3210.0,26.63,55380.0,36.2168,75316.8,19.12,39760.0,26.003200000000003,54073.600000000006,174410.0,2110.0,,,,,0.004945384615384615,0.0,,False,0.029326923076923077,0.0,,False
"Negotiate terms and conditions of agreements and contracts for forest harvesting, forest management and leasing of forest lands.",Foresters,1,1.0,1.0,1,1,1.0,1.0,"negotiate terms and conditions of agreements and contracts for forest harvesting, forest management and leasing of forest lands.",19-1032,Foresters,foresters,,,,,,,"Life, Physical, and Social Science Occupations",,33.97,70660.0,33.14,68930.0,9650.0,40.0,28.0,58230.0,38.080000000000005,79192.8,26.7,55540.0,36.312000000000005,75534.40000000001,8590.0,70.0,,,,,0.24749807692307693,0.0,,False,0.23762846153846157,0.0,,False
Negotiate terms and conditions of reinsurance with other companies.,Actuaries,1,1.0,1.0,1,1,1.0,1.0,negotiate terms and conditions of reinsurance with other companies.,15-2011,Actuaries,actuaries,,,,,,,Computer and Mathematical Occupations,,60.47,125770.0,61.95,128860.0,28340.0,320.0,46.67,97070.0,63.47120000000001,132015.2,24.47,50910.0,33.2792,69237.6,19770.0,140.0,,,,,0.07692307692307693,0.0,,False,,,,False
"Negotiate with buyers for the sale, storage, or shipment of crops or livestock.","Farmers, Ranchers, and Other Agricultural Managers",1,1.0,1.0,1,1,1.0,1.0,"negotiate with buyers for the sale, storage, or shipment of crops or livestock.",11-9013,"Farmers, Ranchers, and Other Agricultural Managers","farmers, ranchers, and other agricultural managers",,,,,,,Management Occupations,,42.3,87980.0,,,5910.0,,30.85,64170.0,41.956,87271.20000000001,,,,,4370.0,,,,,,0.4795465384615385,0.0,,False,,,,False
"Negotiate with customers regarding fees for landscaping, lawn service, or groundskeeping work.","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1,1.0,1.0,1,1,1.0,1.0,"negotiate with customers regarding fees for landscaping, lawn service, or groundskeeping work.",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","first-line supervisors of landscaping, lawn service, and groundskeeping workers",,,,,,,Building and Grounds Cleaning and Maintenance Occupations,,27.01,56170.0,26.25,54600.0,124130.0,2050.0,21.15,43980.0,28.764,59812.8,21.75,45230.0,29.580000000000002,61512.8,103450.0,940.0,,,,,0.8987115384615385,0.0,,False,0.5863811538461539,0.0,,False
"Negotiate with government leaders, businesses, special interest representatives, and utility companies to gain support for new projects and to eliminate potential obstacles.","Property, Real Estate, and Community Association Managers",1,1.0,1.0,1,1,1.0,1.0,"negotiate with government leaders, businesses, special interest representatives, and utility companies to gain support for new projects and to eliminate potential obstacles.",11-9141,"Property, Real Estate, and Community Association Managers","property, real estate, and community association managers",,,,,,,Management Occupations,,32.07,66700.0,28.42,59100.0,296640.0,3210.0,26.63,55380.0,36.2168,75316.8,19.12,39760.0,26.003200000000003,54073.600000000006,174410.0,2110.0,,,,,0.045722307692307694,0.0,,False,0.05244230769230769,0.0,,False
Negotiate with responsible parties to arrange for recovery of losses due to fraud.,"Fraud Examiners, Investigators and Analysts",1,1.0,1.0,1,1,1.0,1.0,negotiate with responsible parties to arrange for recovery of losses due to fraud.,,"Fraud Examiners, Investigators and Analysts","fraud examiners, investigators and analysts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15810153846153846,0.0,,False,0.3070673076923077,0.0,,False
"Negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.","Purchasing Agents, Except Wholesale, Retail, and Farm Products",1,1.0,1.0,1,1,1.0,1.0,"negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives.",,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","purchasing agents, except wholesale, retail, and farm products",,,,,,,,,,,,,,,29.91,62220.0,40.677600000000005,84619.20000000001,29.64,61640.0,40.3104,83830.40000000001,291540.0,2520.0,,,,,1.4057830769230768,0.0,,False,1.5458880769230767,0.0,,False
"Notify credit departments, order merchandise repossession or service disconnection, and turn over account records to attorneys when customers fail to respond to collection attempts.",Bill and Account Collectors,1,1.0,1.0,1,1,1.0,1.0,"notify credit departments, order merchandise repossession or service disconnection, and turn over account records to attorneys when customers fail to respond to collection attempts.",43-3011,Bill and Account Collectors,bill and account collectors,,,,,,,Office and Administrative Support Occupations,,22.14,46040.0,21.46,44640.0,165020.0,3160.0,16.56,34440.0,22.5216,46838.4,13.85,28810.0,18.836000000000002,39181.600000000006,318970.0,4710.0,,,,,0.6986076923076924,0.0,,False,2.221440769230769,0.0,,False
"Notify departments when supplies of specific items are low, or when orders would deplete available supplies.",Order Clerks,1,1.0,1.0,1,1,1.0,1.0,"notify departments when supplies of specific items are low, or when orders would deplete available supplies.",43-4151,Order Clerks,order clerks,,,,,,,Office and Administrative Support Occupations,,21.47,44660.0,20.17,41960.0,83420.0,840.0,15.54,32330.0,21.1344,43968.8,13.6,28290.0,18.496000000000002,38474.4,185890.0,1600.0,,,,,0.8783596153846154,0.0,,False,0.8409907692307692,0.0,,False
Notify insurance agent and accounting department of policy cancellation.,Insurance Claims and Policy Processing Clerks,1,1.0,1.0,1,1,1.0,1.0,notify insurance agent and accounting department of policy cancellation.,43-9041,Insurance Claims and Policy Processing Clerks,insurance claims and policy processing clerks,,,,,,,Office and Administrative Support Occupations,,23.29,48450.0,20.91,43480.0,229070.0,1950.0,18.04,37530.0,24.5344,51040.8,18.43,38330.0,25.0648,52128.8,262910.0,1470.0,,,,,0.7264803846153847,0.0,,False,,,,False
Notify managers concerning the need for major repairs or additions to building operating systems.,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1,1.0,1.0,1,1,1.0,1.0,notify managers concerning the need for major repairs or additions to building operating systems.,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","janitors and cleaners, except maids and housekeeping cleaners",,,,,,,Building and Grounds Cleaning and Maintenance Occupations,,17.27,35930.0,14.61,30390.0,2199900.0,24670.0,11.27,23440.0,15.327200000000001,31878.4,9.25,19250.0,12.58,26180.000000000004,2146880.0,19550.0,,,,,0.9757938461538461,0.0,,False,0.49072615384615387,0.0,,False
"Observe air and temperature gauges or metal color and fluidity, and turn fuel valves or adjust controls to maintain required temperatures.",Metal-Refining Furnace Operators and Tenders,1,1.0,1.0,1,1,1.0,1.0,"observe air and temperature gauges or metal color and fluidity, and turn fuel valves or adjust controls to maintain required temperatures.",51-4051,Metal-Refining Furnace Operators and Tenders,metal-refining furnace operators and tenders,,,,,,,Production Occupations,,26.81,55770.0,33.87,70450.0,20330.0,520.0,20.31,42240.0,27.6216,57446.4,21.73,45200.0,29.5528,61472.00000000001,20070.0,850.0,,,,,7.059191538461538,0.0,,False,6.953612307692307,0.0,,False
Observe and care for patients throughout examinations to ensure their safety and comfort.,Diagnostic Medical Sonographers,1,1.0,1.0,1,1,1.0,1.0,observe and care for patients throughout examinations to ensure their safety and comfort.,29-2032,Diagnostic Medical Sonographers,diagnostic medical sonographers,,,,,,,Healthcare Practitioners and Technical Occupations,,42.95,89340.0,43.82,91140.0,86460.0,660.0,33.16,68970.0,45.0976,93799.20000000001,35.39,73610.0,48.1304,100109.6,61250.0,520.0,,,,,10.57556923076923,0.0,,False,10.57556923076923,0.0,,False
Observe and caution children petting and feeding animals in designated areas to ensure the safety of humans and animals.,Animal Caretakers,1,1.0,1.0,1,1,1.0,1.0,observe and caution children petting and feeding animals in designated areas to ensure the safety of humans and animals.,39-2021,Animal Caretakers,animal caretakers,,,,,,,Personal Care and Service Occupations,,16.09,33470.0,15.17,31550.0,277300.0,2370.0,,,,,,,,,,,,,,,1.9021853846153844,0.0,,False,,,,False
Observe and listen to machinery operation to detect equipment malfunctions.,Agricultural Equipment Operators,1,1.0,1.0,1,1,1.0,1.0,observe and listen to machinery operation to detect equipment malfunctions.,45-2091,Agricultural Equipment Operators,agricultural equipment operators,,,,,,,"Farming, Fishing, and Forestry Occupations",,20.47,42580.0,20.22,42060.0,30940.0,60.0,13.38,27840.0,18.196800000000003,37862.4,13.92,28950.0,18.9312,39372.0,27200.0,,,,,,5.578873846153845,0.0,,False,1.631168076923077,0.0,,False
Observe and monitor children's play activities.,Childcare Workers,1,1.0,1.0,1,1,1.0,1.0,observe and monitor children's play activities.,39-9011,Childcare Workers,childcare workers,,,,,,,Personal Care and Service Occupations,,15.41,32050.0,14.84,30860.0,520180.0,3910.0,9.77,20320.0,13.2872,27635.2,9.47,19700.0,12.879200000000003,26792.000000000004,573440.0,5420.0,,,,,6.619901538461538,0.0,,False,6.92235,0.0,,False
Observe and reassure patients during treatment and report unusual reactions to physician or turn equipment off if unexpected adverse reactions occur.,Radiation Therapists,1,1.0,1.0,1,1,1.0,1.0,observe and reassure patients during treatment and report unusual reactions to physician or turn equipment off if unexpected adverse reactions occur.,29-1124,Radiation Therapists,radiation therapists,,,,,,,Healthcare Practitioners and Technical Occupations,,49.03,101990.0,50.02,104040.0,18700.0,90.0,38.57,80220.0,52.455200000000005,109099.20000000001,36.06,75000.0,49.04160000000001,102000.00000000001,16930.0,100.0,,,,,6.519305769230769,0.0,,False,6.519305769230769,0.0,,False
"Observe flow of finish across finish rollers, and turn valves to adjust flow to specifications.","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1,1.0,1.0,1,1,1.0,1.0,"observe flow of finish across finish rollers, and turn valves to adjust flow to specifications.",51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,,,,,,Production Occupations,,21.63,44980.0,,,14900.0,,15.85,32980.0,21.556,44852.8,13.97,29070.0,18.999200000000002,39535.200000000004,19810.0,70.0,,,,,3.265970769230769,0.0,,False,5.463858076923077,0.0,,False
"Observe gauges, dials, and product characteristics, and adjust controls to maintain appropriate temperature, pressure, and flow of ingredients.",Food Cooking Machine Operators and Tenders,1,1.0,1.0,1,1,1.0,1.0,"observe gauges, dials, and product characteristics, and adjust controls to maintain appropriate temperature, pressure, and flow of ingredients.",51-3093,Food Cooking Machine Operators and Tenders,food cooking machine operators and tenders,,,,,,,Production Occupations,,19.49,40550.0,18.08,37610.0,27660.0,520.0,13.35,27760.0,18.156000000000002,37753.600000000006,13.34,27750.0,18.142400000000002,37740.0,34640.0,110.0,,,,,5.649502307692307,0.0,,False,5.979749999999999,0.0,,False
Observe patients during treatment to compile and evaluate data on patients' responses and progress and report to physical therapist.,Physical Therapist Aides,1,1.0,1.0,1,1,1.0,1.0,observe patients during treatment to compile and evaluate data on patients' responses and progress and report to physical therapist.,31-2022,Physical Therapist Aides,physical therapist aides,,,,,,,Healthcare Support Occupations,,16.59,34520.0,13.39,27860.0,44010.0,840.0,12.08,25120.0,16.428800000000003,34163.200000000004,10.5,21840.0,14.280000000000001,29702.4,50540.0,710.0,,,,,6.294998076923077,0.0,,False,5.687441538461538,0.0,,False
Observe patients' vital signs to assess physical condition.,Surgical Technologists,1,1.0,1.0,1,1,1.0,1.0,observe patients' vital signs to assess physical condition.,29-2055,Surgical Technologists,surgical technologists,,,,,,,Healthcare Practitioners and Technical Occupations,,30.21,62830.0,30.47,63380.0,113890.0,1040.0,21.31,44330.0,28.9816,60288.8,18.05,37540.0,24.548000000000002,51054.4,100270.0,1230.0,,,,,4.971515769230769,0.0,,False,4.971515769230769,0.0,,False
"Observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1,1.0,1.0,1,1,1.0,1.0,"observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","adult basic education, adult secondary education, and english as a second language instructors",,,,,,,Educational Instruction and Library Occupations,,28.82,59950.0,23.59,49060.0,36260.0,160.0,,,,,,,,,,,,,,,3.1037492307692305,0.0,,False,,,,False
"Observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",Self-Enrichment Teachers,1,1.0,1.0,1,1,1.0,1.0,"observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",25-3021,Self-Enrichment Teachers,self-enrichment teachers,,,,,,,Educational Instruction and Library Occupations,,21.92,45590.0,18.28,38010.0,308520.0,5440.0,,,,,,,,,,,,,,,3.1950146153846157,0.0,,False,,,,False
Observe the behavior and condition of animals and monitor their clinical symptoms.,Veterinary Technologists and Technicians,1,1.0,1.0,1,1,1.0,1.0,observe the behavior and condition of animals and monitor their clinical symptoms.,29-2056,Veterinary Technologists and Technicians,veterinary technologists and technicians,,,,,,,Healthcare Practitioners and Technical Occupations,,22.11,45980.0,18.94,39400.0,131320.0,1590.0,15.29,31800.0,20.7944,43248.0,12.83,26690.0,17.448800000000002,36298.4,95790.0,990.0,,,,,4.925239230769231,0.0,,False,5.608816538461539,0.0,,False
"Obtain or inspect sterile or non-sterile surgical equipment, instruments, or supplies.",Surgical Assistants,1,1.0,1.0,1,1,1.0,1.0,"obtain or inspect sterile or non-sterile surgical equipment, instruments, or supplies.",29-9093,Surgical Assistants,surgical assistants,,,,,,,Healthcare Practitioners and Technical Occupations,,28.99,60290.0,21.5,44720.0,22860.0,330.0,,,,,,,,,,,,,,,4.225383461538462,0.0,,False,4.225383461538462,0.0,,False
"Open and close doors, windows, and drawers to test their operation, trimming edges to fit, using jackplanes or drawknives.",Manufactured Building and Mobile Home Installers,1,1.0,1.0,1,1,1.0,1.0,"open and close doors, windows, and drawers to test their operation, trimming edges to fit, using jackplanes or drawknives.",49-9095,Manufactured Building and Mobile Home Installers,manufactured building and mobile home installers,,,,,,,"Installation, Maintenance, and Repair Occupations",,19.75,41080.0,,,2610.0,,14.45,30050.0,19.652,40868.0,,,,,3650.0,,,,,,0.89806,0.0,,False,0.89806,0.0,,False
"Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary.",Recreational Vehicle Service Technicians,1,1.0,1.0,1,1,1.0,1.0,"open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary.",49-3092,Recreational Vehicle Service Technicians,recreational vehicle service technicians,,,,,,,"Installation, Maintenance, and Repair Occupations",,24.3,50540.0,24.66,51300.0,18710.0,270.0,17.15,35670.0,23.323999999999998,48511.200000000004,20.49,42610.0,27.8664,57949.600000000006,11970.0,160.0,,,,,2.5947242307692306,0.0,,False,2.5947242307692306,0.0,,False
Open valves to drain slurry from mixers into storage tanks.,"Mixing and Blending Machine Setters, Operators, and Tenders",1,1.0,1.0,1,1,1.0,1.0,open valves to drain slurry from mixers into storage tanks.,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","mixing and blending machine setters, operators, and tenders",,,,,,,Production Occupations,,22.92,47680.0,21.6,44920.0,100840.0,1630.0,16.63,34600.0,22.6168,47056.0,13.47,28010.0,18.319200000000002,38093.600000000006,129270.0,2180.0,,,,,2.905338461538462,0.0,,False,3.0826488461538464,0.0,,False
"Open valves, gates, or chutes or use shovels to load or remove products from ovens or other equipment.","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",1,1.0,1.0,1,1,1.0,1.0,"open valves, gates, or chutes or use shovels to load or remove products from ovens or other equipment.",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","food and tobacco roasting, baking, and drying machine operators and tenders",,,,,,,Production Occupations,,20.54,42730.0,19.47,40500.0,19500.0,150.0,13.49,28060.0,18.346400000000003,38161.600000000006,15.43,32090.0,20.9848,43642.4,20320.0,310.0,,,,,6.072374230769231,0.0,,False,3.475160769230769,0.0,,False
"Operate and adjust controls of heating equipment to melt material or to cure, dry, or bake filled molds.","Molders, Shapers, and Casters, Except Metal and Plastic",1,1.0,1.0,1,1,1.0,1.0,"operate and adjust controls of heating equipment to melt material or to cure, dry, or bake filled molds.",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","molders, shapers, and casters, except metal and plastic",,,,,,,Production Occupations,,21.97,45690.0,18.87,39260.0,34750.0,510.0,14.24,29630.0,19.366400000000002,40296.8,15.79,32850.0,21.4744,44676.0,38730.0,850.0,,,,,3.0276034615384613,0.0,,False,,,,False
"Operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash, or polish glass or glass products.","Glass Blowers, Molders, Benders, and Finishers",1,1.0,1.0,1,1,1.0,1.0,"operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash, or polish glass or glass products.",,"Glass Blowers, Molders, Benders, and Finishers","glass blowers, molders, benders, and finishers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.730432307692308,0.0,,False,5.730432307692308,0.0,,False
"Operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.",Histology Technicians,1,1.0,1.0,1,1,1.0,1.0,"operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.",,Histology Technicians,histology technicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
"Operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.",Histotechnologists,1,1.0,1.0,1,1,1.0,1.0,"operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.",,Histotechnologists,histotechnologists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4045330769230766,0.0,,False,,,,False
"Operate equipment, such as electrocardiograms (EKGs), external defibrillators, or bag valve mask resuscitators, in advanced life support environments.",Paramedics,1,1.0,1.0,1,1,1.0,1.0,"operate equipment, such as electrocardiograms (ekgs), external defibrillators, or bag valve mask resuscitators, in advanced life support environments.",29-2043,Paramedics,paramedics,,,,,,,Healthcare Practitioners and Technical Occupations,,28.08,58410.0,30.49,63430.0,99530.0,990.0,,,,,,,,,,,,,,,,,,False,,,,False
Operate machines to test functioning of parts or mechanisms.,"Computer, Automated Teller, and Office Machine Repairers",1,1.0,1.0,1,1,1.0,1.0,operate machines to test functioning of parts or mechanisms.,49-2011,"Computer, Automated Teller, and Office Machine Repairers","computer, automated teller, and office machine repairers",,,,,,,"Installation, Maintenance, and Repair Occupations",,22.53,46860.0,21.78,45310.0,73010.0,810.0,17.71,36840.0,24.085600000000003,50102.4,17.02,35400.0,23.1472,48144.0,106100.0,1370.0,,,,,3.5799849999999998,0.0,,False,3.5799849999999998,0.0,,False
"Operate motorized pumps to remove water from flooded manholes, basements, or facility floors.","Plumbers, Pipefitters, and Steamfitters",1,1.0,1.0,1,1,1.0,1.0,"operate motorized pumps to remove water from flooded manholes, basements, or facility floors.",47-2152,"Plumbers, Pipefitters, and Steamfitters","plumbers, pipefitters, and steamfitters",,,,,,,Construction and Extraction Occupations,,30.27,62970.0,29.65,61680.0,455940.0,6770.0,24.34,50620.0,33.1024,68843.20000000001,24.27,50480.0,33.007200000000005,68652.8,391680.0,5100.0,,,,,0.06661384615384615,0.0,,False,,,,False
Operate newly repaired machinery or equipment to verify the adequacy of repairs.,Industrial Machinery Mechanics,1,1.0,1.0,1,1,1.0,1.0,operate newly repaired machinery or equipment to verify the adequacy of repairs.,49-9041,Industrial Machinery Mechanics,industrial machinery mechanics,,,,,,,"Installation, Maintenance, and Repair Occupations",,30.65,63760.0,33.49,69670.0,421940.0,3920.0,23.89,49690.0,32.4904,67578.40000000001,25.26,52550.0,34.35360000000001,71468.0,323280.0,3200.0,,,,,0.8956753846153847,0.0,,False,2.032411538461538,0.0,,False
"Operate pumps that circulate water, oil, or other fluids through wells to remove sand or other materials obstructing the free flow of oil.","Service Unit Operators, Oil and Gas",1,1.0,1.0,1,1,1.0,1.0,"operate pumps that circulate water, oil, or other fluids through wells to remove sand or other materials obstructing the free flow of oil.",47-5013,"Service Unit Operators, Oil and Gas","service unit operators, oil and gas",,,,,,,Construction and Extraction Occupations,,27.88,57980.0,26.72,55570.0,44120.0,1300.0,,,,,,,,,,,,,,,0.6714084615384615,0.0,,False,,,,False
