task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
Perform administrative duties such as serving as department head.,perform administrative duties such as serving as department head,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Supplemental,70.0,Incumbent,32.0,0.0032972023769637956,0.00012683061583055428,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,1.4998326923076923,3.24,57.35,False,1.2251157692307693,3.59,60.24,False
Maintain regularly scheduled office hours to advise and assist students.,maintain regularly scheduled office hours to advise and assist students,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,69.0,Incumbent,34.0,0.007977102524912478,0.0002887983662175834,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,0.9270253846153845,3.77,100.0,False,0.7454703846153846,3.62,99.25,False
"Prepare course materials such as syllabi, homework assignments, and handouts.",prepare course materials such as syllabi homework assignments and handouts,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,71.0,Incumbent,33.0,0.01276336403986,0.000476079730976866,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,2.33925,4.38,95.22,False,0.7880573076923076,4.28,100.0,False
Provide professional consulting services to government or industry.,provide professional consulting services to government or industry,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Supplemental,71.0,Incumbent,33.0,0.05158526299443417,0.0019241555793648342,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,0.031478846153846156,2.73,82.06,False,0.09979653846153846,2.82,84.62,False
"Participate in student recruitment, registration, and placement activities.",participate in student recruitment registration and placement activities,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,70.0,Incumbent,34.0,0.008508909359906662,0.0003080515906320897,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,0.3371246153846154,3.45,93.46,False,0.16766807692307692,3.5,96.21,False
"Supervise undergraduate or graduate teaching, internship, and research work.",supervise undergraduate or graduate teaching internship and research work,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,70.0,Incumbent,33.0,0.0058498751849358115,0.0002182032100310628,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,1.4894903846153846,4.22,86.96,False,1.0593957692307692,4.04,92.81,False
"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",plan evaluate and revise curricula course content and course materials and methods of instruction,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,70.0,Incumbent,13.0,0.05435065853640387,0.005146238784271089,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,0.29961499999999996,3.83,95.0,False,0.1914826923076923,3.94,100.0,False
"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",conduct research in a particular field of knowledge and publish findings in professional journals books or electronic media,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,70.0,Incumbent,29.0,0.018294155123799293,0.0007765024577657145,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,3.0398899999999998,4.49,88.32,False,0.7054680769230769,4.36,90.48,False
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,70.0,Incumbent,34.0,0.05828602911536061,0.0021101533958298134,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,0.5053807692307692,3.96,95.22,False,0.35716192307692307,3.93,100.0,False
Collaborate with colleagues to address teaching and research issues.,collaborate with colleagues to address teaching and research issues,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,71.0,Incumbent,33.0,0.010104329864889143,0.00037689645369001816,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,0.3743415384615385,3.95,99.78,False,0.6262507692307693,3.94,100.0,False
Act as advisers to student organizations.,act as advisers to student organizations,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Supplemental,70.0,Incumbent,34.0,0.005530791083939299,0.00020023353391085714,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,0.22118076923076924,2.78,62.97,False,0.20496384615384616,2.84,69.84,False
Participate in campus and community events.,participate in campus and community events,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Supplemental,71.0,Incumbent,32.0,0.00638168201993,0.0002454786112849466,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,1.3153746153846155,2.83,99.68,False,0.17817692307692307,2.64,100.0,False
"Evaluate and grade students' class work, laboratory work, assignments, and papers.",evaluate and grade students class work laboratory work assignments and papers,25-1032.00,"Engineering Teachers, Postsecondary",engineering teachers postsecondary,Core,70.0,Incumbent,7.0,0.014039700443845966,0.0024688134620657423,Educational Instruction and Library Occupations,2.0,51.01923076923077,106120.0,49.45673076923077,102870.0,39910.0,390.0,45.70192307692308,95060.0,62.1546153846154,129281.6,48.49519230769231,100870.0,65.95346153846154,137183.2,37270.0,380.0,0.025884089865201677,0.018647082448792242,0.02702748565483747,0.020177241133960952,1.4955457692307692,4.28,95.22,False,0.6807515384615385,4.11,100.0,False
"Participate in student recruitment, registration, and placement activities.",participate in student recruitment registration and placement activities,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,90.0,Incumbent,34.0,0.008508909359906662,0.0003080515906320897,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.2764530769230769,3.81,82.48,False,0.10371230769230769,3.6,87.85,False
Perform administrative duties such as serving as department head.,perform administrative duties such as serving as department head,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Supplemental,90.0,Incumbent,32.0,0.0032972023769637956,0.00012683061583055428,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,1.4864153846153845,3.94,61.24,False,0.5303307692307693,3.01,50.28,False
"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",plan evaluate and revise curricula course content and course materials and methods of instruction,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,91.0,Incumbent,13.0,0.05435065853640387,0.005146238784271089,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.3518776923076923,3.95,96.69,False,0.2730919230769231,4.07,99.26,False
Maintain regularly scheduled office hours to advise and assist students.,maintain regularly scheduled office hours to advise and assist students,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,91.0,Incumbent,34.0,0.007977102524912478,0.0002887983662175834,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,1.2144269230769231,4.03,94.36,False,0.7125188461538461,3.81,88.56,False
Act as advisers to student organizations.,act as advisers to student organizations,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Supplemental,90.0,Incumbent,34.0,0.005530791083939299,0.00020023353391085714,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.46021076923076926,3.56,69.59,False,0.15989692307692308,2.94,70.91,False
Provide professional consulting services to government or industry.,provide professional consulting services to government or industry,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,90.0,Incumbent,33.0,0.05158526299443417,0.0019241555793648342,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.2741215384615384,3.13,69.53,False,0.22072884615384614,3.4,85.63,False
"Supervise undergraduate or graduate teaching, internship, and research work.",supervise undergraduate or graduate teaching internship and research work,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,90.0,Incumbent,33.0,0.0058498751849358115,0.0002182032100310628,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.8856188461538461,4.19,90.12,False,0.74063,4.35,82.79,False
"Prepare course materials such as syllabi, homework assignments, and handouts.",prepare course materials such as syllabi homework assignments and handouts,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,91.0,Incumbent,33.0,0.01276336403986,0.000476079730976866,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.5545734615384615,4.06,96.94,False,0.917785,4.34,100.0,False
"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",serve on academic or administrative committees that deal with institutional policies departmental matters and academic issues,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,90.0,Incumbent,34.0,0.0030844796429661215,0.00011166870160413091,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.19476538461538462,3.35,98.05,False,0.23392730769230768,3.3,96.79,False
Compile bibliographies of specialized materials for outside reading assignments.,compile bibliographies of specialized materials for outside reading assignments,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,89.0,Incumbent,34.0,0.006594404753927591,0.0002387399827398669,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.14990115384615382,3.11,70.75,False,0.19671615384615385,3.15,87.3,False
"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",keep abreast of developments in the field by reading current literature talking with colleagues and participating in professional conferences,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,91.0,Incumbent,29.0,0.021165912032767825,0.0008983952854382409,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,1.4040934615384617,4.36,100.0,False,0.49129461538461544,4.31,100.0,False
"Compile, administer, and grade examinations, or assign this work to others.",compile administer and grade examinations or assign this work to others,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,90.0,Incumbent,34.0,0.05828602911536061,0.0021101533958298134,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.3675492307692308,3.93,93.08,False,0.38085807692307694,4.08,98.98,False
Collaborate with colleagues to address teaching and research issues.,collaborate with colleagues to address teaching and research issues,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,90.0,Incumbent,33.0,0.010104329864889143,0.00037689645369001816,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.6928434615384615,4.1,99.14,False,0.3545242307692308,3.82,99.59,False
"Initiate, facilitate, and moderate classroom discussions.",initiate facilitate and moderate classroom discussions,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,91.0,Incumbent,33.0,0.030100266860669835,0.0011227546988871093,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,1.1011115384615384,3.99,92.85,False,0.5711519230769231,4.13,99.23,False
Advise students on academic and vocational curricula and on career issues.,advise students on academic and vocational curricula and on career issues,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,91.0,Incumbent,32.0,0.039566428523565955,0.0015219673899666672,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.5823015384615384,4.2,93.54,False,0.39352461538461536,4.11,99.98,False
"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",conduct research in a particular field of knowledge and publish findings in professional journals books or electronic media,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,90.0,Incumbent,29.0,0.018294155123799293,0.0007765024577657145,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,1.845983076923077,4.11,76.04,False,0.8853611538461537,4.54,87.15,False
Participate in campus and community events.,participate in campus and community events,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Supplemental,91.0,Incumbent,32.0,0.00638168201993,0.0002454786112849466,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.3681076923076923,3.21,99.75,False,0.2966696153846154,2.97,99.94,False
"Evaluate and grade students' class work, laboratory work, assignments, and papers.",evaluate and grade students class work laboratory work assignments and papers,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",agricultural sciences teachers postsecondary,Core,91.0,Incumbent,7.0,0.014039700443845966,0.0024688134620657423,Educational Instruction and Library Occupations,3.0,41.51442307692308,86350.0,29.889423076923077,62170.0,8700.0,100.0,43.64423076923077,90780.0,59.356153846153845,123460.8,35.64423076923077,74140.0,48.47615384615385,100830.40000000001,9680.0,150.0,0.005642485137240155,0.004781303191998011,0.007019749426853413,0.007964700447616165,0.8756061538461539,4.05,93.28,False,0.6737680769230769,4.38,99.99,False
Advise students on academic and vocational curricula and on career issues.,advise students on academic and vocational curricula and on career issues,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,32.0,0.039566428523565955,0.0015219673899666672,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.6682284615384615,3.98,98.73,False,0.49423423076923073,3.9,100.0,False
"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",serve on academic or administrative committees that deal with institutional policies departmental matters and academic issues,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,34.0,0.0030844796429661215,0.00011166870160413091,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.4412611538461539,3.55,97.01,False,0.2620446153846154,3.36,88.56,False
"Evaluate and grade students' class work, laboratory work, assignments, and papers.",evaluate and grade students class work laboratory work assignments and papers,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,7.0,0.014039700443845966,0.0024688134620657423,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,1.2484473076923075,4.68,100.0,False,0.9651503846153846,4.61,100.0,False
Collaborate with colleagues to address teaching and research issues.,collaborate with colleagues to address teaching and research issues,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,33.0,0.010104329864889143,0.00037689645369001816,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.3901396153846154,3.74,97.1,False,0.372975,3.67,99.53,False
Provide professional consulting services to government or industry.,provide professional consulting services to government or industry,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Supplemental,118.0,Incumbent,33.0,0.05158526299443417,0.0019241555793648342,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.05574923076923077,2.54,43.71,False,0.07348923076923078,2.33,43.68,False
"Supervise undergraduate or graduate teaching, internship, and research work.",supervise undergraduate or graduate teaching internship and research work,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,33.0,0.0058498751849358115,0.0002182032100310628,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,1.181935,4.11,87.16,False,0.5349411538461539,4.08,76.99,False
Act as advisers to student organizations.,act as advisers to student organizations,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Supplemental,118.0,Incumbent,34.0,0.005530791083939299,0.00020023353391085714,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.20254346153846156,2.78,70.69,False,0.10800423076923078,2.66,68.27,False
"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",keep abreast of developments in the field by reading current literature talking with colleagues and participating in professional conferences,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,29.0,0.021165912032767825,0.0008983952854382409,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.9661788461538461,4.19,100.0,False,0.7630223076923077,4.31,100.0,False
"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",plan evaluate and revise curricula course content and course materials and methods of instruction,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,13.0,0.05435065853640387,0.005146238784271089,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.5261553846153846,4.39,100.0,False,0.3013503846153846,4.02,100.0,False
Compile bibliographies of specialized materials for outside reading assignments.,compile bibliographies of specialized materials for outside reading assignments,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Supplemental,118.0,Incumbent,34.0,0.006594404753927591,0.0002387399827398669,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.14910653846153846,2.99,92.75,False,0.11085,2.89,72.38,False
"Participate in student recruitment, registration, and placement activities.",participate in student recruitment registration and placement activities,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,34.0,0.008508909359906662,0.0003080515906320897,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,0.04850653846153846,3.2,80.19,False,0.18590884615384617,3.4,78.37,False
Maintain regularly scheduled office hours to advise and assist students.,maintain regularly scheduled office hours to advise and assist students,25-1042.00,"Biological Science Teachers, Postsecondary",biological science teachers postsecondary,Core,118.0,Incumbent,34.0,0.007977102524912478,0.0002887983662175834,Educational Instruction and Library Occupations,3.0,40.125,83460.0,49.91826923076923,103830.0,53250.0,610.0,36.21153846153846,75320.0,49.24769230769231,102435.20000000001,41.80288461538461,86950.0,56.85192307692308,118252.00000000001,51640.0,580.0,0.034535900408969915,0.029165949471187867,0.0374483326862304,0.030796841730782506,1.0073,3.85,96.85,False,0.95917,3.9,100.0,False
