task,task_normalized,soc_code_2010,title,freq_mean,importance,relevance,tot_emp_nat,tot_emp_ut
"Drill holes and pull or push wiring through openings, using hand and power tools.",drill holes and pull or push wiring through openings using hand and power tools,47-3013,Helpers--Electricians,2.4980892307692306,3.77,91.24,71610.0,900.0
"Perform semi-skilled and unskilled laboring duties related to the installation, maintenance and repair of a wide variety of electrical systems and equipment.",perform semiskilled and unskilled laboring duties related to the installation maintenance and repair of a wide variety of electrical systems and equipment,47-3013,Helpers--Electricians,2.340908461538461,3.51,95.27,71610.0,900.0
"Maintain tools, vehicles, and equipment and keep parts and supplies in order.",maintain tools vehicles and equipment and keep parts and supplies in order,47-3013,Helpers--Electricians,1.3996326923076925,3.75,95.52,71610.0,900.0
"Transport tools, materials, equipment, and supplies to work site by hand, handtruck, or heavy, motorized truck.",transport tools materials equipment and supplies to work site by hand handtruck or heavy motorized truck,47-3013,Helpers--Electricians,2.307458076923077,3.7,72.49,71610.0,900.0
"Examine electrical units for loose connections and broken insulation and tighten connections, using hand tools.",examine electrical units for loose connections and broken insulation and tighten connections using hand tools,47-3013,Helpers--Electricians,1.7337076923076922,3.88,91.26,71610.0,900.0
"Strip insulation from wire ends, using wire stripping pliers, and attach wires to terminals for subsequent soldering.",strip insulation from wire ends using wire stripping pliers and attach wires to terminals for subsequent soldering,47-3013,Helpers--Electricians,3.670038076923077,4.04,85.65,71610.0,900.0
"Thread conduit ends, connect couplings, and fabricate and secure conduit support brackets, using hand tools.",thread conduit ends connect couplings and fabricate and secure conduit support brackets using hand tools,47-3013,Helpers--Electricians,1.8781834615384616,3.61,91.58,71610.0,900.0
"Disassemble defective electrical equipment, replace defective or worn parts, and reassemble equipment, using hand tools.",disassemble defective electrical equipment replace defective or worn parts and reassemble equipment using hand tools,47-3013,Helpers--Electricians,1.0265123076923075,3.56,91.97,71610.0,900.0
"Mix plaster, and carry plaster to plasterers.",mix plaster and carry plaster to plasterers,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.924160769230769,3.73,66.1,11030.0,390.0
Pour specified amounts of chemical solutions into stripping tanks.,pour specified amounts of chemical solutions into stripping tanks,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.4126046153846154,2.62,25.63,11030.0,390.0
"Remove articles such as cabinets, metal furniture, and paint containers from stripping tanks after prescribed periods of time.",remove articles such as cabinets metal furniture and paint containers from stripping tanks after prescribed periods of time,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",0.7387446153846154,2.85,26.41,11030.0,390.0
Place articles to be stripped into stripping tanks.,place articles to be stripped into stripping tanks,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.7562457692307694,3.03,30.89,11030.0,390.0
"Smooth surfaces of articles to be painted, using sanding and buffing tools and equipment.",smooth surfaces of articles to be painted using sanding and buffing tools and equipment,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.285200769230769,3.83,65.38,11030.0,390.0
"Apply protective coverings, such as masking tape, to articles or areas that could be damaged or stained by work processes.",apply protective coverings such as masking tape to articles or areas that could be damaged or stained by work processes,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.3347973076923076,3.86,88.26,11030.0,390.0
Fill cracks or breaks in surfaces of plaster articles or areas with putty or epoxy compounds.,fill cracks or breaks in surfaces of plaster articles or areas with putty or epoxy compounds,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.0562361538461538,3.69,75.37,11030.0,390.0
Erect scaffolding.,erect scaffolding,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1.270416923076923,3.7,72.65,11030.0,390.0
"Perform support duties to assist painters, paperhangers, plasterers, or masons.",perform support duties to assist painters paperhangers plasterers or masons,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.9243988461538457,3.95,85.22,11030.0,390.0
Clean work areas and equipment.,clean work areas and equipment,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.6625838461538462,4.09,100.0,11030.0,390.0
Supply or hold tools and materials.,supply or hold tools and materials,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",2.453054615384615,3.48,94.87,11030.0,390.0
Disassemble and remove damaged or worn pipe.,disassemble and remove damaged or worn pipe,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.2190788461538462,3.59,99.92,55530.0,480.0
"Perform rough-ins, repair and replace fixtures and water heaters, and locate, repair, or remove leaking or broken pipes.",perform roughins repair and replace fixtures and water heaters and locate repair or remove leaking or broken pipes,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3.509867307692308,3.98,86.29,55530.0,480.0
"Fill pipes with sand or resin to prevent distortion, and hold pipes during bending and installation.",fill pipes with sand or resin to prevent distortion and hold pipes during bending and installation,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.7053492307692307,3.66,42.38,55530.0,480.0
Clean and renew steam traps.,clean and renew steam traps,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.5074353846153845,3.11,56.16,55530.0,480.0
"Immerse pipe in chemical solution to remove dirt, oil, and scale.",immerse pipe in chemical solution to remove dirt oil and scale,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.4846061538461538,3.47,53.75,55530.0,480.0
"Install gas burners to convert furnaces from wood, coal, or oil.",install gas burners to convert furnaces from wood coal or oil,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.6294526923076923,3.95,39.83,55530.0,480.0
Cut pipe and lift up to fitters.,cut pipe and lift up to fitters,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2.341855,3.86,97.47,55530.0,480.0
"Clean shop, work area, and machines, using solvent and rags.",clean shop work area and machines using solvent and rags,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.0113503846153846,3.25,87.89,55530.0,480.0
"Assist pipe fitters in the layout, assembly, and installation of piping for air, ammonia, gas, and water systems.",assist pipe fitters in the layout assembly and installation of piping for air ammonia gas and water systems,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2.5869503846153847,3.97,75.72,55530.0,480.0
"Fit or assist in fitting valves, couplings, or assemblies to tanks, pumps, or systems, using hand tools.",fit or assist in fitting valves couplings or assemblies to tanks pumps or systems using hand tools,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3.0818619230769237,3.85,95.99,55530.0,480.0
"Requisition tools and equipment, select type and size of pipe, and collect and transport materials and equipment to work site.",requisition tools and equipment select type and size of pipe and collect and transport materials and equipment to work site,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2.357013461538461,3.83,95.61,55530.0,480.0
"Mount brackets and hangers on walls and ceilings to hold pipes, and set sleeves or inserts to provide support for pipes.",mount brackets and hangers on walls and ceilings to hold pipes and set sleeves or inserts to provide support for pipes,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.7020773076923077,3.81,98.81,55530.0,480.0
"Measure, cut, thread and assemble new pipe, placing the assembled pipe in hangers or other supports.",measure cut thread and assemble new pipe placing the assembled pipe in hangers or other supports,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3.411452307692308,4.0,99.01,55530.0,480.0
Cut or drill holes in walls or floors to accommodate the passage of pipes.,cut or drill holes in walls or floors to accommodate the passage of pipes,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3.1046515384615385,3.99,92.25,55530.0,480.0
"Excavate and grade ditches, and lay and join pipe for water and sewer service.",excavate and grade ditches and lay and join pipe for water and sewer service,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.5898373076923077,3.76,93.58,55530.0,480.0
Clear drains and downspouts and clean gutters.,clear drains and downspouts and clean gutters,47-3016,Helpers--Roofers,1.4703303846153846,3.51,86.6,10810.0,10810.0
"Chop tar into small pieces, and heat chopped tar in kettles.",chop tar into small pieces and heat chopped tar in kettles,47-3016,Helpers--Roofers,1.62987,3.62,71.71,10810.0,10810.0
"Apply shingles, gravel, or asphalt over the top layer of tar to protect the roofing material.",apply shingles gravel or asphalt over the top layer of tar to protect the roofing material,47-3016,Helpers--Roofers,1.29845,3.64,75.68,10810.0,10810.0
"Hoist tar and roofing materials to roofs, using ropes and pulleys, or carry materials up ladders.",hoist tar and roofing materials to roofs using ropes and pulleys or carry materials up ladders,47-3016,Helpers--Roofers,2.1887884615384614,3.77,89.6,10810.0,10810.0
Attach sheets of metal to roof boards or building frameworks when installing metal roofs.,attach sheets of metal to roof boards or building frameworks when installing metal roofs,47-3016,Helpers--Roofers,2.265725,3.89,73.58,10810.0,10810.0
Perform emergency leak repairs and general maintenance for a variety of roof types.,perform emergency leak repairs and general maintenance for a variety of roof types,47-3016,Helpers--Roofers,1.2540811538461538,3.93,87.99,10810.0,10810.0
"Attach roofing paper and composition shingles, using nails.",attach roofing paper and composition shingles using nails,47-3016,Helpers--Roofers,1.5567180769230768,3.93,81.8,10810.0,10810.0
"Provide assistance to skilled roofers installing and repairing roofs, flashings, and surfaces.",provide assistance to skilled roofers installing and repairing roofs flashings and surfaces,47-3016,Helpers--Roofers,3.4902319230769234,3.93,94.48,10810.0,10810.0
"Place tiles, nail them to roof boards, and cover nailheads with roofing cement.",place tiles nail them to roof boards and cover nailheads with roofing cement,47-3016,Helpers--Roofers,2.440603076923077,3.94,77.32,10810.0,10810.0
"Unload materials and tools from work trucks, and unroll roofing as directed.",unload materials and tools from work trucks and unroll roofing as directed,47-3016,Helpers--Roofers,2.989008076923077,4.03,99.44,10810.0,10810.0
Remove old roofing materials.,remove old roofing materials,47-3016,Helpers--Roofers,2.0126596153846155,4.06,94.1,10810.0,10810.0
"Cover roofs with layers of roofing felt or asphalt strips before installing tile, slate, or composition materials.",cover roofs with layers of roofing felt or asphalt strips before installing tile slate or composition materials,47-3016,Helpers--Roofers,1.843125,4.15,84.64,10810.0,10810.0
Maintain tools and equipment.,maintain tools and equipment,47-3016,Helpers--Roofers,2.448691923076923,4.17,99.87,10810.0,10810.0
Clean work areas and equipment.,clean work areas and equipment,47-3016,Helpers--Roofers,2.5158980769230768,4.19,100.0,10810.0,10810.0
Locate worn or torn areas in roofs.,locate worn or torn areas in roofs,47-3016,Helpers--Roofers,2.081697692307692,4.23,91.2,10810.0,10810.0
Sweep and clean roofs to prepare them for the application of new roofing materials.,sweep and clean roofs to prepare them for the application of new roofing materials,47-3016,Helpers--Roofers,2.319173076923077,4.34,94.91,10810.0,10810.0
Check to ensure that completed roofs are watertight.,check to ensure that completed roofs are watertight,47-3016,Helpers--Roofers,2.450906923076923,4.37,97.45,10810.0,10810.0
"Set ladders, scaffolds, and hoists in place for taking supplies to roofs.",set ladders scaffolds and hoists in place for taking supplies to roofs,47-3016,Helpers--Roofers,1.8515819230769237,4.01,92.8,10810.0,10810.0
Monitor construction activities to ensure that environmental regulations are not violated.,monitor construction activities to ensure that environmental regulations are not violated,47-4011,Construction and Building Inspectors,1.9169180769230767,3.91,91.67,91480.0,1050.0
"Sample and test air to identify gasses, such as bromine, ozone, or sulfur dioxide, or particulates, such as mold, dust, or allergens.",sample and test air to identify gasses such as bromine ozone or sulfur dioxide or particulates such as mold dust or allergens,47-4011,Construction and Building Inspectors,0.1524038461538461,3.17,33.33,91480.0,1050.0
"Conduct inspections, using survey instruments, metering devices, tape measures, or test equipment.",conduct inspections using survey instruments metering devices tape measures or test equipment,47-4011,Construction and Building Inspectors,1.7011680769230768,4.09,95.83,91480.0,1050.0
Inspect facilities or installations to determine their environmental impact.,inspect facilities or installations to determine their environmental impact,47-4011,Construction and Building Inspectors,1.714823846153846,4.43,91.67,91480.0,1050.0
Approve building plans that meet required specifications.,approve building plans that meet required specifications,47-4011,Construction and Building Inspectors,1.4115384615384614,4.25,66.67,91480.0,1050.0
Estimate cost of completed work or of needed renovations or upgrades.,estimate cost of completed work or of needed renovations or upgrades,47-4011,Construction and Building Inspectors,0.2017842307692307,2.92,54.17,91480.0,1050.0
"Evaluate premises for cleanliness, such as proper garbage disposal or lack of vermin infestation.",evaluate premises for cleanliness such as proper garbage disposal or lack of vermin infestation,47-4011,Construction and Building Inspectors,0.4747776923076923,2.64,45.83,91480.0,1050.0
"Confer with owners, violators, or authorities to explain regulations or recommend remedial actions.",confer with owners violators or authorities to explain regulations or recommend remedial actions,47-4011,Construction and Building Inspectors,1.9914434615384613,3.9,95.65,91480.0,1050.0
Evaluate project details to ensure adherence to environmental regulations.,evaluate project details to ensure adherence to environmental regulations,47-4011,Construction and Building Inspectors,1.711629615384615,4.12,100.0,91480.0,1050.0
"Examine lifting or conveying devices, such as elevators, escalators, moving sidewalks, hoists, inclined railways, ski lifts, or amusement rides to ensure safety and proper functioning.",examine lifting or conveying devices such as elevators escalators moving sidewalks hoists inclined railways ski lifts or amusement rides to ensure safety and proper functioning,47-4011,Construction and Building Inspectors,0.0503207692307692,3.83,50.0,91480.0,1050.0
"Train, direct, or supervise other construction inspectors.",train direct or supervise other construction inspectors,47-4011,Construction and Building Inspectors,0.9615273076923077,3.64,91.67,91480.0,1050.0
"Inspect bridges, dams, highways, buildings, wiring, plumbing, electrical circuits, sewers, heating systems, or foundations during and after construction for structural quality, general safety, or conformance to specifications and codes.",inspect bridges dams highways buildings wiring plumbing electrical circuits sewers heating systems or foundations during and after construction for structural quality general safety or conformance to specifications and codes,47-4011,Construction and Building Inspectors,1.714823846153846,4.43,91.67,91480.0,1050.0
Maintain daily logs and supplement inspection records with photographs.,maintain daily logs and supplement inspection records with photographs,47-4011,Construction and Building Inspectors,1.8218153846153844,4.13,95.83,91480.0,1050.0
"Review and interpret plans, blueprints, site layouts, specifications, or construction methods to ensure compliance to legal requirements and safety regulations.",review and interpret plans blueprints site layouts specifications or construction methods to ensure compliance to legal requirements and safety regulations,47-4011,Construction and Building Inspectors,1.711629615384615,4.12,100.0,91480.0,1050.0
"Conduct environmental hazard inspections to identify or quantify problems such as asbestos, poor air quality, water contamination, or other environmental hazards.",conduct environmental hazard inspections to identify or quantify problems such as asbestos poor air quality water contamination or other environmental hazards,47-4011,Construction and Building Inspectors,0.580011923076923,4.0,45.83,91480.0,1050.0
"Measure dimensions and verify level, alignment, or elevation of structures or fixtures to ensure compliance to building plans and codes.",measure dimensions and verify level alignment or elevation of structures or fixtures to ensure compliance to building plans and codes,47-4011,Construction and Building Inspectors,2.639251923076923,4.18,95.83,91480.0,1050.0
"Issue permits for construction, relocation, demolition, or occupancy.",issue permits for construction relocation demolition or occupancy,47-4011,Construction and Building Inspectors,3.318549230769231,4.33,50.0,91480.0,1050.0
"Monitor installation of plumbing, wiring, equipment, or appliances to ensure that installation is performed properly and is in compliance with applicable regulations.",monitor installation of plumbing wiring equipment or appliances to ensure that installation is performed properly and is in compliance with applicable regulations,47-4011,Construction and Building Inspectors,2.899757692307692,4.29,87.5,91480.0,1050.0
"Inspect and monitor construction sites to ensure adherence to safety standards, building codes, or specifications.",inspect and monitor construction sites to ensure adherence to safety standards building codes or specifications,47-4011,Construction and Building Inspectors,1.9169180769230767,3.91,91.67,91480.0,1050.0
"Assemble electrically powered stairs, steel frameworks, and tracks, and install associated motors and electrical wiring.",assemble electrically powered stairs steel frameworks and tracks and install associated motors and electrical wiring,47-4021,Elevator Installers and Repairers,0.0983276923076923,3.62,43.41,21000.0,190.0
"Operate elevators to determine power demands, and test power consumption to detect overload factors.",operate elevators to determine power demands and test power consumption to detect overload factors,47-4021,Elevator Installers and Repairers,0.3157946153846154,3.89,59.58,21000.0,190.0
"Cut prefabricated sections of framework, rails, and other components to specified dimensions.",cut prefabricated sections of framework rails and other components to specified dimensions,47-4021,Elevator Installers and Repairers,0.5049634615384615,3.56,76.16,21000.0,190.0
Install electrical wires and controls by attaching conduit along shaft walls from floor to floor and pulling plastic-covered wires through the conduit.,install electrical wires and controls by attaching conduit along shaft walls from floor to floor and pulling plasticcovered wires through the conduit,47-4021,Elevator Installers and Repairers,0.1843311538461538,3.69,74.15,21000.0,190.0
Install outer doors and door frames at elevator entrances on each floor of a structure.,install outer doors and door frames at elevator entrances on each floor of a structure,47-4021,Elevator Installers and Repairers,0.1434099999999999,3.72,75.92,21000.0,190.0
"Assemble elevator cars, installing each car's platform, walls, and doors.",assemble elevator cars installing each cars platform walls and doors,47-4021,Elevator Installers and Repairers,0.6932849999999999,3.73,71.15,21000.0,190.0
"Bolt or weld steel rails to the walls of shafts to guide elevators, working from scaffolding or platforms.",bolt or weld steel rails to the walls of shafts to guide elevators working from scaffolding or platforms,47-4021,Elevator Installers and Repairers,0.1112892307692307,3.77,67.87,21000.0,190.0
Attach guide shoes and rollers to minimize the lateral motion of cars as they travel through shafts.,attach guide shoes and rollers to minimize the lateral motion of cars as they travel through shafts,47-4021,Elevator Installers and Repairers,0.2032842307692307,3.98,93.67,21000.0,190.0
Participate in additional training to keep skills up to date.,participate in additional training to keep skills up to date,47-4021,Elevator Installers and Repairers,0.4214057692307692,4.01,90.07,21000.0,190.0
"Connect car frames to counterweights, using steel cables.",connect car frames to counterweights using steel cables,47-4021,Elevator Installers and Repairers,0.049976923076923,3.87,71.22,21000.0,190.0
"Disassemble defective units, and repair or replace parts such as locks, gears, cables, and electric wiring.",disassemble defective units and repair or replace parts such as locks gears cables and electric wiring,47-4021,Elevator Installers and Repairers,0.6926657692307693,4.14,87.64,21000.0,190.0
"Assemble, install, repair, and maintain elevators, escalators, moving sidewalks, and dumbwaiters, using hand and power tools, and testing devices such as test lamps, ammeters, and voltmeters.",assemble install repair and maintain elevators escalators moving sidewalks and dumbwaiters using hand and power tools and testing devices such as test lamps ammeters and voltmeters,47-4021,Elevator Installers and Repairers,5.715815384615384,4.6,100.0,21000.0,190.0
"Test newly installed equipment to ensure that it meets specifications, such as stopping at floors for set amounts of time.",test newly installed equipment to ensure that it meets specifications such as stopping at floors for set amounts of time,47-4021,Elevator Installers and Repairers,0.7078311538461538,4.29,89.13,21000.0,190.0
"Locate malfunctions in brakes, motors, switches, and signal and control systems, using test equipment.",locate malfunctions in brakes motors switches and signal and control systems using test equipment,47-4021,Elevator Installers and Repairers,1.3406984615384614,4.29,94.23,21000.0,190.0
"Check that safety regulations and building codes are met, and complete service reports verifying conformance to standards.",check that safety regulations and building codes are met and complete service reports verifying conformance to standards,47-4021,Elevator Installers and Repairers,2.090449230769231,4.29,94.52,21000.0,190.0
Maintain log books that detail all repairs and checks performed.,maintain log books that detail all repairs and checks performed,47-4021,Elevator Installers and Repairers,2.2426030769230767,4.08,89.37,21000.0,190.0
"Adjust safety controls, counterweights, door mechanisms, and components such as valves, ratchets, seals, and brake linings.",adjust safety controls counterweights door mechanisms and components such as valves ratchets seals and brake linings,47-4021,Elevator Installers and Repairers,0.6729111538461539,4.24,95.97,21000.0,190.0
"Read and interpret blueprints to determine the layout of system components, frameworks, and foundations, and to select installation equipment.",read and interpret blueprints to determine the layout of system components frameworks and foundations and to select installation equipment,47-4021,Elevator Installers and Repairers,0.7786392307692308,4.24,81.65,21000.0,190.0
"Inspect wiring connections, control panel hookups, door installations, and alignments and clearances of cars and hoistways to ensure that equipment will operate properly.",inspect wiring connections control panel hookups door installations and alignments and clearances of cars and hoistways to ensure that equipment will operate properly,47-4021,Elevator Installers and Repairers,1.4471915384615386,4.19,87.43,21000.0,190.0
Connect electrical wiring to control panels and electric motors.,connect electrical wiring to control panels and electric motors,47-4021,Elevator Installers and Repairers,0.6474311538461539,4.27,96.25,21000.0,190.0
"Assemble gates, and fasten gates into position, using hand tools.",assemble gates and fasten gates into position using hand tools,47-4031,Fence Erectors,0.9475207692307692,3.91,99.52,21160.0,420.0
"Erect alternate panel, basket weave, and louvered fences.",erect alternate panel basket weave and louvered fences,47-4031,Fence Erectors,0.7978784615384615,3.35,66.87,21160.0,420.0
"Weld metal parts together, using portable gas welding equipment.",weld metal parts together using portable gas welding equipment,47-4031,Fence Erectors,0.5628553846153846,3.75,57.43,21160.0,420.0
"Construct and repair barriers, retaining walls, trellises, and other types of fences, walls, and gates.",construct and repair barriers retaining walls trellises and other types of fences walls and gates,47-4031,Fence Erectors,0.7603830769230769,3.51,94.49,21160.0,420.0
Nail pointed slats to rails to construct picket fences.,nail pointed slats to rails to construct picket fences,47-4031,Fence Erectors,0.607121923076923,3.56,84.67,21160.0,420.0
Attach rails or tension wire along bottoms of posts to form fencing frames.,attach rails or tension wire along bottoms of posts to form fencing frames,47-4031,Fence Erectors,1.0880673076923078,3.76,92.25,21160.0,420.0
Insert metal tubing through rail supports.,insert metal tubing through rail supports,47-4031,Fence Erectors,0.8707426923076924,3.79,92.63,21160.0,420.0
"Complete top fence rails of metal fences by connecting tube sections, using metal sleeves.",complete top fence rails of metal fences by connecting tube sections using metal sleeves,47-4031,Fence Erectors,0.9975326923076924,3.79,98.14,21160.0,420.0
Blast rock formations and rocky areas with dynamite to facilitate posthole digging.,blast rock formations and rocky areas with dynamite to facilitate posthole digging,47-4031,Fence Erectors,0.4006296153846154,2.23,20.01,21160.0,420.0
"Attach fence rail supports to posts, using hammers and pliers.",attach fence rail supports to posts using hammers and pliers,47-4031,Fence Erectors,1.7972130769230767,3.92,93.47,21160.0,420.0
"Nail top and bottom rails to fence posts, or insert them in slots on posts.",nail top and bottom rails to fence posts or insert them in slots on posts,47-4031,Fence Erectors,2.1272976923076925,4.04,94.16,21160.0,420.0
"Establish the location for a fence, and gather information needed to ensure that there are no electric cables or water lines in the area.",establish the location for a fence and gather information needed to ensure that there are no electric cables or water lines in the area,47-4031,Fence Erectors,3.086792307692308,4.43,80.6,21160.0,420.0
"Align posts, using lines or by sighting, and verify vertical alignment of posts, using plumb bobs or spirit levels.",align posts using lines or by sighting and verify vertical alignment of posts using plumb bobs or spirit levels,47-4031,Fence Erectors,3.0285865384615387,4.38,99.39,21160.0,420.0
"Measure and lay out fence lines and mark posthole positions, following instructions, drawings, or specifications.",measure and lay out fence lines and mark posthole positions following instructions drawings or specifications,47-4031,Fence Erectors,2.34375,4.34,100.0,21160.0,420.0
"Dig postholes, using spades, posthole diggers, or power-driven augers.",dig postholes using spades posthole diggers or powerdriven augers,47-4031,Fence Erectors,3.016226538461539,4.28,100.0,21160.0,420.0
"Stretch wire, wire mesh, or chain link fencing between posts, and attach fencing to frames.",stretch wire wire mesh or chain link fencing between posts and attach fencing to frames,47-4031,Fence Erectors,2.1860934615384617,4.01,96.6,21160.0,420.0
"Discuss fencing needs with customers, and estimate and quote prices.",discuss fencing needs with customers and estimate and quote prices,47-4031,Fence Erectors,3.3041046153846154,4.08,79.45,21160.0,420.0
"Mix and pour concrete around bases of posts, or tamp soil into postholes to embed posts.",mix and pour concrete around bases of posts or tamp soil into postholes to embed posts,47-4031,Fence Erectors,2.436258846153846,4.08,96.77,21160.0,420.0
"Make rails for fences, by sawing lumber or by cutting metal tubing to required lengths.",make rails for fences by sawing lumber or by cutting metal tubing to required lengths,47-4031,Fence Erectors,2.40194,4.06,94.46,21160.0,420.0
Set metal or wooden posts in upright positions in postholes.,set metal or wooden posts in upright positions in postholes,47-4031,Fence Erectors,3.4340476923076926,4.26,100.0,21160.0,420.0
"Operate cranes to move or load baskets, casks, or canisters.",operate cranes to move or load baskets casks or canisters,47-4041,Hazardous Materials Removal Workers,1.126545,4.15,44.54,42560.0,330.0
Build containment areas prior to beginning abatement or decontamination work.,build containment areas prior to beginning abatement or decontamination work,47-4041,Hazardous Materials Removal Workers,2.294541923076923,4.44,76.98,42560.0,330.0
"Sort specialized hazardous waste at landfills or disposal centers, following proper disposal procedures.",sort specialized hazardous waste at landfills or disposal centers following proper disposal procedures,47-4041,Hazardous Materials Removal Workers,1.3922084615384616,4.16,49.39,42560.0,330.0
Remove or limit contamination following emergencies involving hazardous substances.,remove or limit contamination following emergencies involving hazardous substances,47-4041,Hazardous Materials Removal Workers,0.986823846153846,3.94,72.09,42560.0,330.0
"Process e-waste, such as computer components containing lead or mercury.",process ewaste such as computer components containing lead or mercury,47-4041,Hazardous Materials Removal Workers,0.7923253846153846,3.81,43.21,42560.0,330.0
Identify or separate waste products or materials for recycling or reuse.,identify or separate waste products or materials for recycling or reuse,47-4041,Hazardous Materials Removal Workers,1.8964853846153849,4.01,64.72,42560.0,330.0
Clean mold-contaminated sites by removing damaged porous materials or thoroughly cleaning all contaminated nonporous materials.,clean moldcontaminated sites by removing damaged porous materials or thoroughly cleaning all contaminated nonporous materials,47-4041,Hazardous Materials Removal Workers,0.5778592307692307,3.9,74.52,42560.0,330.0
Apply bioremediation techniques to hazardous wastes to allow naturally occurring bacteria to break down toxic substances.,apply bioremediation techniques to hazardous wastes to allow naturally occurring bacteria to break down toxic substances,47-4041,Hazardous Materials Removal Workers,0.3997611538461539,3.67,57.31,42560.0,330.0
Mix or pour concrete into forms to encase waste material for disposal.,mix or pour concrete into forms to encase waste material for disposal,47-4041,Hazardous Materials Removal Workers,0.7144911538461539,3.8,54.28,42560.0,330.0
Prepare hazardous material for removal or storage.,prepare hazardous material for removal or storage,47-4041,Hazardous Materials Removal Workers,1.709891153846154,4.28,86.44,42560.0,330.0
"Package, store, or move irradiated fuel elements in the underwater storage basins of nuclear reactor plants, using machines or equipment.",package store or move irradiated fuel elements in the underwater storage basins of nuclear reactor plants using machines or equipment,47-4041,Hazardous Materials Removal Workers,0.2895603846153846,3.44,26.76,42560.0,330.0
"Identify asbestos, lead, or other hazardous materials to be removed, using monitoring devices.",identify asbestos lead or other hazardous materials to be removed using monitoring devices,47-4041,Hazardous Materials Removal Workers,1.9199396153846155,4.37,69.48,42560.0,330.0
Upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids.,upload baskets of irradiated elements onto machines that insert fuel elements into canisters and secure lids,47-4041,Hazardous Materials Removal Workers,0.8767607692307693,3.87,42.44,42560.0,330.0
"Remove asbestos or lead from surfaces, using hand or power tools such as scrapers, vacuums, or high-pressure sprayers.",remove asbestos or lead from surfaces using hand or power tools such as scrapers vacuums or highpressure sprayers,47-4041,Hazardous Materials Removal Workers,3.337191153846154,4.4,72.07,42560.0,330.0
"Clean contaminated equipment or areas for re-use, using detergents or solvents, sandblasters, filter pumps, or steam cleaners.",clean contaminated equipment or areas for reuse using detergents or solvents sandblasters filter pumps or steam cleaners,47-4041,Hazardous Materials Removal Workers,1.0196384615384615,3.94,78.87,42560.0,330.0
"Load or unload materials into containers or onto trucks, using hoists or forklifts.",load or unload materials into containers or onto trucks using hoists or forklifts,47-4041,Hazardous Materials Removal Workers,1.60651,4.08,81.52,42560.0,330.0
"Operate machines or equipment to remove, package, store, or transport loads of waste materials.",operate machines or equipment to remove package store or transport loads of waste materials,47-4041,Hazardous Materials Removal Workers,1.3626965384615386,3.89,74.07,42560.0,330.0
Drive trucks or other heavy equipment to convey contaminated waste to designated sea or ground locations.,drive trucks or other heavy equipment to convey contaminated waste to designated sea or ground locations,47-4041,Hazardous Materials Removal Workers,1.1827365384615385,4.12,64.31,42560.0,330.0
"Record numbers of containers stored at disposal sites, specifying amounts or types of equipment or waste disposed.",record numbers of containers stored at disposal sites specifying amounts or types of equipment or waste disposed,47-4041,Hazardous Materials Removal Workers,1.3399380769230769,4.25,61.07,42560.0,330.0
Comply with prescribed safety procedures or federal laws regulating waste disposal methods.,comply with prescribed safety procedures or federal laws regulating waste disposal methods,47-4041,Hazardous Materials Removal Workers,2.6413061538461537,4.25,93.16,42560.0,330.0
Organize or track the locations of hazardous items in landfills.,organize or track the locations of hazardous items in landfills,47-4041,Hazardous Materials Removal Workers,1.0305965384615383,3.8,46.15,42560.0,330.0
