task,task_normalized,soc_code_2019_full,soc_code_2010,title_current,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,soc_code_2019,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015,title_current_normalized,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating
"Provide or arrange transportation between sites for the remains, mourners, pallbearers, clergy, or flowers.",provide or arrange transportation between sites for the remains mourners pallbearers clergy or flowers,39-4031.00,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers","Morticians, Undertakers, and Funeral Directors",morticians undertakers and funeral directors,Core,69.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Personal Care and Service Occupations,1,39-4031,23.94,49800.0,29.42,61190.0,25700.0,320.0,23.31,48490.0,31.7016,65946.40000000001,22.93,47700.0,31.184800000000003,64872.00000000001,25470.0,140.0,0.016668030807709424,0.015300170214393637,0.018470353089045086,0.007433720417775087,0.7621376923076923,4.13,99.76,False,0.7878034615384615,4.18,97.49,False,morticians undertakers and funeral arrangers,1,3.0,3.0,3,3,3.0,3.0
"Provide transportation or escort for expeditions, such as shopping trips or visits to doctors or dentists.",provide transportation or escort for expeditions such as shopping trips or visits to doctors or dentists,39-9041.00,39-9041.00,Residential Advisors,Residential Advisors,residential advisors,Supplemental,83.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Personal Care and Service Occupations,1,39-9041,18.84,39180.0,19.0,39520.0,82810.0,1110.0,12.01,24990.0,16.3336,33986.4,11.56,24040.0,15.721600000000002,32694.4,102540.0,1970.0,0.0537073786453859,0.053072465431177926,0.07436003163528399,0.10460306587869231,0.5955607692307692,3.54,66.43,False,0.5893003846153846,3.53,58.52,False,residential advisors,1,3.0,3.0,3,3,3.0,3.0
Raise funds for scientific research.,raise funds for scientific research,19-2011.00,19-2011.00,Astronomers,Astronomers,astronomers,Core,23.0,Occupational Expert,1,8.725287803618202e-05,2.0330368487928844e-06,"Life, Physical, and Social Science Occupations",2,19-2011,63.53999999999999,132170.0,63.53999999999999,132170.0,1560.0,17.0,50.05,104100.0,68.068,141576.0,50.05,104100.0,68.068,141576.0,1760.0,17.0,0.0010117559556430623,0.0008128215426396619,0.0012763180776097114,0.000902666050729832,0.02517346153846154,3.77,95.65,False,0.04754884615384616,4.27,100.0,False,astronomers,1,3.0,3.0,3,3,3.0,3.0
"Read and interpret schematic drawings, diagrams, blueprints, specifications, work orders, or reports to determine materials requirements or assembly instructions.",read and interpret schematic drawings diagrams blueprints specifications work orders or reports to determine materials requirements or assembly instructions,51-2022.00,51-2022.00,Electrical and Electronic Equipment Assemblers,Electrical and Electronic Equipment Assemblers,electrical and electronic equipment assemblers,Core,70.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Production Occupations,3,51-2022,21.26,44210.0,21.26,44210.0,91100.0,1003.0,14.84,30860.0,20.1824,41969.600000000006,16.01,33300.0,21.773600000000005,45288.0,212170.0,2380.0,0.059083953563514736,0.047956471015740056,0.15386159461730253,0.12637324710217648,6.025410384615386,4.49,89.47,False,6.025410384615386,4.49,89.47,False,electrical and electronic equipment assemblers,1,3.0,3.0,3,3,3.0,3.0
Receive written prescription or refill requests and verify that information is complete and accurate.,receive written prescription or refill requests and verify that information is complete and accurate,29-2052.00,29-2052.00,Pharmacy Technicians,Pharmacy Technicians,pharmacy technicians,Core,81.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Healthcare Practitioners and Technical Occupations,7,29-2052,20.9,43460.0,22.48,46760.0,487920.0,5370.0,14.62,30410.0,19.8832,41357.600000000006,16.3,33910.0,22.168000000000003,46117.600000000006,379430.0,3680.0,0.3164461319726686,0.2567559814102932,0.27515532283378,0.19540065098151657,9.82437423076923,4.86,84.13,False,9.792423076923075,4.8,91.23,False,pharmacy technicians,1,3.0,3.0,3,3,3.0,3.0
"Recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs.",recommend changes to curricula or delivery methods based on information such as instructional effectiveness data current or future performance requirements feasibility and costs,25-9031.00,25-9031.00,Instructional Coordinators,Instructional Coordinators,instructional coordinators,Core,73.5,Analyst,1,8.725287803618202e-05,2.0330368487928844e-06,Educational Instruction and Library Occupations,1,25-9031,35.92,74720.0,28.699999999999996,59690.0,210850.0,3280.0000000000005,29.94,62270.0,40.7184,84687.20000000001,24.0,49930.0,32.64,67904.8,139460.0,1480.0,0.13674919438932032,0.15682674469753477,0.10113370403605135,0.0785850444164795,0.19185461538461537,3.6266666666666665,75.38333333333334,True,0.13276346153846152,3.77,95.65,False,instructional coordinators,1,3.0,3.0,3,3,3.0,3.0
Recommend shipping solutions to minimize cost or environmental impacts.,recommend shipping solutions to minimize cost or environmental impacts,43-5011.01,43-5011.01,Freight Forwarders,Freight Forwarders,freight forwarders,Supplemental,48.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Office and Administrative Support Occupations,1,43-5011,23.989999999999995,49900.0,26.55,55220.0,28475.0,384.0,20.13,41870.0,27.3768,56943.200000000004,18.18,37810.0,24.724800000000002,51421.600000000006,47237.0,309.0,0.018467788998036024,0.018360204257272365,0.034255361950028373,0.0164072829220893,3.424136923076923,4.34,64.43,False,2.602923388278388,4.116190476190476,82.8652380952381,True,freight forwarders,1,3.0,3.0,3,3,3.0,3.0
"Refine final microelectromechanical systems (MEMS) design to optimize design for target dimensions, physical tolerances, or processing constraints.",refine final microelectromechanical systems mems design to optimize design for target dimensions physical tolerances or processing constraints,17-2199.06,17-2199.06,Microsystems Engineers,Microsystems Engineers,microsystems engineers,Supplemental,58.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Architecture and Engineering Occupations,1,17-2199,56.61,117750.0,54.47,113290.0,18843.75,1520.0,46.11,95900.0,62.7096,130424.00000000001,44.14,91810.0,60.03040000000001,124861.6,15337.0,68.0,0.012221330954582664,0.07267580851836976,0.011122096793352356,0.003610664202919328,0.6858626923076923,3.9,64.29,False,0.9181610028008403,3.699180754226268,82.51052015604681,True,microsystems engineers,1,3.0,3.0,3,3,3.0,3.0
Register protocol patients with appropriate statistical centers as required.,register protocol patients with appropriate statistical centers as required,11-9121.01,11-9121.01,Clinical Research Coordinators,Clinical Research Coordinators,clinical research coordinators,Supplemental,53.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Management Occupations,1,11-9121,77.49,161180.0,56.34,117190.0,20299.0,694.0,57.77,120160.0,78.56720000000001,163417.6,45.48,94590.0,61.8528,128642.40000000001,32269.0,356.0,0.013165150092050337,0.03318224415246619,0.023400856844538513,0.018902889062342366,1.4168003846153845,3.48,44.36,False,0.6918703846153846,3.82,34.45,False,clinical research coordinators,1,3.0,3.0,3,3,3.0,3.0
"Regulate heating, lighting, and ventilating systems for passenger comfort.",regulate heating lighting and ventilating systems for passenger comfort,53-3052.00,53-3021.00,"Bus Drivers, Transit and Intercity","Bus Drivers, Transit and Intercity",bus drivers transit and intercity,Core,96.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Transportation and Material Moving Occupations,2,53-3052,27.610000000000003,57440.0,23.8,49500.0,148980.0,1120.0,18.41,38290.0,25.0376,52074.4,14.74,30660.0,20.046400000000002,41697.600000000006,168620.0,890.0,0.09662269376391246,0.053550595750377725,0.12227997400372134,0.04725722265585591,5.40665,4.12,97.89,False,4.807750384615384,4.37,97.7,False,bus drivers transit and intercity,1,3.0,3.0,3,3,3.0,3.0
"Regulate heating, lighting, and ventilation systems for passenger comfort.",regulate heating lighting and ventilation systems for passenger comfort,53-3053.00,53-3022.00,Shuttle Drivers and Chauffeurs,"Bus Drivers, School or Special Client",bus drivers school or special client,Core,64.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Transportation and Material Moving Occupations,2,53-3053,19.958666666666666,41509.333333333336,21.354,44411.333333333336,303498.6666666666,1451.3333333333333,14.18,29490.0,19.2848,40106.4,16.53,34380.0,22.480800000000002,46756.8,505560.0,2350.0,0.19683755354469776,0.0693926469931978,0.36662236779338964,0.12478030701265326,3.1923871773605543,4.146800947867298,75.36800947867299,True,5.0334119230769225,4.41,97.98,False,shuttle drivers and chauffeurs,1,3.0,3.0,3,3,3.0,3.0
"Regulate heating, lighting, and ventilation systems for student comfort.",regulate heating lighting and ventilation systems for student comfort,53-3051.00,53-3022.00,"Bus Drivers, School","Bus Drivers, School or Special Client",bus drivers school or special client,Core,60.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Transportation and Material Moving Occupations,2,53-3051,19.958666666666666,41509.333333333336,21.354,44411.333333333336,303498.6666666666,1451.3333333333333,14.18,29490.0,19.2848,40106.4,16.53,34380.0,22.480800000000002,46756.8,505560.0,2350.0,0.19683755354469776,0.0693926469931978,0.36662236779338964,0.12478030701265326,3.1923871773605543,4.146800947867298,75.36800947867299,True,3.3280597435897437,4.556666666666667,83.65333333333334,True,bus drivers school,1,3.0,3.0,3,3,3.0,3.0
Release information to persons or agencies according to regulations.,release information to persons or agencies according to regulations,29-2072.00,29-2071.00,Medical Records Specialists,Medical Records and Health Information Technicians,medical records and health information technicians,Supplemental,,Analyst,1,8.725287803618202e-05,2.0330368487928844e-06,Healthcare Practitioners and Technical Occupations,1,29-2072,28.11862068965517,58485.862068965514,28.718620689655168,59730.68965517241,115356.20689655174,1467.0344827586207,17.84,37110.0,24.262400000000003,50469.600000000006,16.89,35130.0,22.9704,47776.8,189930.0,1590.0,0.07481559573588431,0.07014336655184944,0.13773357527296165,0.08442582474473134,3.8356904460600374,4.307878048780488,89.08484146341465,True,2.684681923076923,4.39,62.09,False,medical records specialists,1,3.0,3.0,3,3,3.0,3.0
Release packages or letters to customers upon presentation of written notices or other identification.,release packages or letters to customers upon presentation of written notices or other identification,43-9051.00,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service",mail clerks and mail machine operators except postal service,Supplemental,85.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Office and Administrative Support Occupations,1,43-9051,18.34,38150.0,19.79,41170.0,62730.0,790.0,13.74,28570.0,18.686400000000003,38855.200000000004,14.01,29140.0,19.0536,39630.4,95640.0,1620.0,0.04068426352403161,0.03777229521678429,0.0693562846264732,0.0860187648342546,4.769771538461538,4.15,55.07,False,1.613555,3.43,27.97,False,mail clerks and mail machine operators except postal service,1,3.0,3.0,3,3,3.0,3.0
"Remove and examine shoes, shoe parts, and designs to verify conformance to specifications such as proper embedding of stitches in channels.",remove and examine shoes shoe parts and designs to verify conformance to specifications such as proper embedding of stitches in channels,51-6042.00,51-6042.00,Shoe Machine Operators and Tenders,Shoe Machine Operators and Tenders,shoe machine operators and tenders,Core,53.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Production Occupations,2,51-6042,18.35,38160.0,18.35,38160.0,3270.0,36.0,12.11,25190.0,16.4696,34258.4,12.11,25190.0,16.4696,34258.4,3230.0,31.0,0.002120796137790265,0.0017212691491192839,0.0023423337447041866,0.0016460380925073408,6.69755,4.46,76.24,False,8.381956923076922,4.68,85.16,False,shoe machine operators and tenders,1,3.0,3.0,3,3,3.0,3.0
"Remove items from washers or dry-cleaning machines, or direct other workers to do so.",remove items from washers or drycleaning machines or direct other workers to do so,51-6011.00,51-6011.00,Laundry and Dry-Cleaning Workers,Laundry and Dry-Cleaning Workers,laundry and drycleaning workers,Core,81.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Production Occupations,1,51-6011,16.25,33800.0,16.2,33690.0,195360.0,1470.0,10.01,20820.0,13.6136,28315.2,10.03,20860.0,13.6408,28369.600000000002,201620.0,1920.0,0.12670297659899274,0.07028515692237076,0.14621093795890344,0.10194816572948692,5.3334857692307684,4.21,91.9,False,5.3334857692307684,4.21,91.9,False,laundry and drycleaning workers,1,3.0,3.0,3,3,3.0,3.0
Remove objects from solutions at periodic intervals and observe objects to verify conformance to specifications.,remove objects from solutions at periodic intervals and observe objects to verify conformance to specifications,51-4193.00,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",plating and coating machine setters operators and tenders metal and plastic,Core,84.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Production Occupations,5,51-4193,20.0,41600.0,22.25,46280.0,31510.0,180.0,14.69,30550.0,19.9784,41548.0,16.63,34590.0,22.6168,47042.4,35640.0,160.0,0.020436173180969804,0.00860634574559642,0.02584544107159666,0.008495680477457242,7.019606153846154,4.38,77.75,False,7.060301538461539,4.15,67.81,False,plating machine setters operators and tenders metal and plastic,1,3.0,3.0,3,3,3.0,3.0
"Remove workpieces from machines, and check to ensure that they conform to specifications, using measuring instruments such as microscopes, gauges, calipers, and micrometers.",remove workpieces from machines and check to ensure that they conform to specifications using measuring instruments such as microscopes gauges calipers and micrometers,51-4035.00,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",milling and planing machine setters operators and tenders metal and plastic,Core,57.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Production Occupations,5,51-4035,23.22,48310.0,21.64,45000.0,13810.0,90.0,18.39,38250.0,25.010400000000004,52020.00000000001,16.52,34370.0,22.467200000000002,46743.200000000004,19750.0,120.0,0.008956634453481212,0.00430317287279821,0.014322319336813525,0.006371760358092933,6.697093846153846,4.45,93.32,False,9.225084615384615,4.89,100.0,False,milling and planing machine setters operators and tenders metal and plastic,1,3.0,3.0,3,3,3.0,3.0
"Repair or replace faulty equipment, such as defective and damaged telephones, wires, switching system components, and associated equipment.",repair or replace faulty equipment such as defective and damaged telephones wires switching system components and associated equipment,49-2022.00,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Telecommunications Equipment Installers and Repairers, Except Line Installers",telecommunications equipment installers and repairers except line installers,Core,63.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,"Installation, Maintenance, and Repair Occupations",2,49-2022,30.11,62630.0,29.99,62380.0,153890.0,2240.0,26.24,54570.0,35.6864,74215.20000000001,24.51,50990.0,33.333600000000004,69346.40000000001,219100.0,2490.0,0.09980713077814798,0.10710119150075545,0.1588870970478908,0.13221402743042834,2.2418223076923076,4.02,95.02,False,1.833478846153846,4.13,94.19,False,telecommunications equipment installers and repairers except line installers,1,3.0,3.0,3,3,3.0,3.0
Report law or regulation violations to appropriate boards or agencies.,report law or regulation violations to appropriate boards or agencies,13-1041.00,13-1041.00,Compliance Officers,Compliance Officers,compliance officers,Core,,Analyst - Transition,1,8.725287803618202e-05,2.0330368487928844e-06,Business and Financial Operations Occupations,1,13-1041,37.7,78420.0,31.12,64730.0,56824.28571428572,3830.0,31.56,65640.0,42.9216,89270.40000000001,27.28,56740.0,37.10080000000001,77166.40000000001,38813.0,355.0,0.03685404454909716,0.1831239122535238,0.02814643951492371,0.01884979105935826,1.3476519230769233,4.18,76.27,False,1.3476519230769233,4.18,76.27,False,compliance officers,1,3.0,3.0,3,3,3.0,3.0
Report need for police or medical assistance to sheriff's office.,report need for police or medical assistance to sheriffs office,33-3011.00,33-3011.00,Bailiffs,Bailiffs,bailiffs,Core,51.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Protective Service Occupations,2,33-3011,27.43,57050.0,27.82,57860.0,16910.0,40.0,20.03,41670.0,27.240800000000004,56671.200000000004,20.33,42290.0,27.6488,57514.4,17730.0,120.0,0.010967175134566786,0.0019125212767992046,0.012857454270466013,0.006371760358092933,0.11750846153846155,4.22,78.65,False,0.16139153846153848,4.12,89.52,False,bailiffs,1,3.0,3.0,3,3,3.0,3.0
Report violations of compliance or regulatory standards to duly authorized enforcement agencies as appropriate or required.,report violations of compliance or regulatory standards to duly authorized enforcement agencies as appropriate or required,11-9199.02,11-9199.02,Compliance Managers,Compliance Managers,compliance managers,Core,77.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Management Occupations,1,11-9199,65.65,136550.0,65.65,136550.0,105163.33333333333,6090.0,50.41,104850.0,68.5576,142596.0,44.06,91630.0,59.921600000000005,124616.8,31672.0,200.0,0.06820489026620292,0.2911813643926789,0.02296792395116749,0.010619600596821554,0.86588,4.5,85.19,False,0.3730184615384615,4.37,79.62,False,compliance managers,1,3.0,3.0,3,3,3.0,3.0
"Review and evaluate applicant qualifications or eligibility for specified licensing, according to established guidelines and designated licensing codes.",review and evaluate applicant qualifications or eligibility for specified licensing according to established guidelines and designated licensing codes,13-1071.00,13-1071.00,Human Resources Specialists,Human Resources Specialists,human resources specialists,Supplemental,124.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Business and Financial Operations Occupations,3,13-1071,35.05,72910.0,32.51,67620.0,917460.0,10450.0,28.06,58350.0,38.1616,79356.0,25.21,52440.0,34.2856,71318.40000000001,491090.0,5330.0,0.5950292429899257,0.49964618356379215,0.3561290026894052,0.2830123559052944,2.6561030769230767,4.11,63.59,False,0.749183076923077,3.25,66.72,False,human resources specialists,1,3.0,3.0,3,3,3.0,3.0
"Review and evaluate applications for registration of products containing dangerous materials, or for pollution control discharge permits.",review and evaluate applications for registration of products containing dangerous materials or for pollution control discharge permits,13-1041.01,13-1041.01,Environmental Compliance Inspectors,Environmental Compliance Inspectors,environmental compliance inspectors,Supplemental,20.0,Occupational Expert,1,8.725287803618202e-05,2.0330368487928844e-06,Business and Financial Operations Occupations,1,13-1041,37.7,78420.0,31.119999999999997,64730.0,56824.28571428571,3830.0,31.56,65640.0,42.9216,89270.40000000001,27.28,56740.0,37.10080000000001,77166.40000000001,72618.0,664.0,0.03685404454909715,0.1831239122535238,0.05266117395446706,0.03525707398144756,0.09134615384615385,3.5,40.0,False,0.13605769230769232,3.56,76.19,False,environmental compliance inspectors,1,3.0,3.0,3,3,3.0,3.0
"Review applications for mergers, acquisitions, establishment of new institutions, acceptance in Federal Reserve System, or registration of securities sales to determine their public interest value and conformance to regulations, and recommend acceptance or rejection.",review applications for mergers acquisitions establishment of new institutions acceptance in federal reserve system or registration of securities sales to determine their public interest value and conformance to regulations and recommend acceptance or rejection,13-2061.00,13-2061.00,Financial Examiners,Financial Examiners,financial examiners,Core,23.0,Occupational Expert,1,8.725287803618202e-05,2.0330368487928844e-06,Business and Financial Operations Occupations,1,13-2061,43.46,90400.0,38.48,80030.0,62830.0,600.0,37.5,78010.0,51.00000000000001,106093.6,33.0,68640.0,44.88,93350.40000000001,44200.0,440.0,0.04074911967503436,0.028687819151988064,0.03205298808542571,0.02336312131300742,0.06995192307692308,3.5,69.57,False,0.06802884615384615,3.26,76.0,False,financial examiners,1,3.0,3.0,3,3,3.0,3.0
"Review global, national, or regional transportation or logistics reports for ways to improve efficiency or minimize the environmental impact of logistics activities.",review global national or regional transportation or logistics reports for ways to improve efficiency or minimize the environmental impact of logistics activities,13-1081.01,13-1081.01,Logistics Engineers,Logistics Engineers,logistics engineers,Core,23.0,Occupational Expert,1,8.725287803618202e-05,2.0330368487928844e-06,Business and Financial Operations Occupations,1,13-1081,38.89,80880.0,40.38,84000.0,23034.0,3969.9999999999995,35.7,74260.0,48.55200000000001,100993.6,34.56,71890.0,47.0016,97770.40000000001,39229.0,604.0,0.014938965821975831,0.18981773672232102,0.028448114696904187,0.03207119380240109,0.1327973076923077,3.07,75.0,False,0.3720615230769231,3.2548000000000004,79.8176,True,logistics engineers,1,3.0,3.0,3,3,3.0,3.0
"Roll out, measure, mark, and cut carpeting to size with a carpet knife, following floor sketches and allowing extra carpet for final fitting.",roll out measure mark and cut carpeting to size with a carpet knife following floor sketches and allowing extra carpet for final fitting,47-2041.00,47-2041.00,Carpet Installers,Carpet Installers,carpet installers,Core,85.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Construction and Extraction Occupations,4,47-2041,23.97,49850.0,20.81,43270.0,14980.0,350.0,17.89,37220.0,24.3304,50619.200000000004,14.51,30190.0,19.733600000000003,41058.4,25810.0,400.0,0.00971545142021351,0.01673456117199304,0.01871691453585605,0.021239201193643108,4.231952692307693,4.55,96.85,False,4.231952692307693,4.55,96.85,False,carpet installers,1,3.0,3.0,3,3,3.0,3.0
"Schedule activities and equipment use with managers, using information about daily menus to help coordinate cooking times.",schedule activities and equipment use with managers using information about daily menus to help coordinate cooking times,35-2011.00,35-2011.00,"Cooks, Fast Food","Cooks, Fast Food",cooks fast food,Core,54.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Food Preparation and Serving Related Occupations,6,35-2011,14.5,30160.0,14.410000000000002,29960.0,668230.0,6250.0,9.17,19080.0,12.471200000000001,25948.800000000003,8.89,18480.0,12.090400000000002,25132.800000000003,520010.0,3500.0,0.43338825784574586,0.2988314494998757,0.3771012292828557,0.18584301044437718,6.10796923076923,4.09,94.6,False,2.5740911538461537,3.9,55.64,False,cooks fast food,1,3.0,3.0,3,3,3.0,3.0
Seek federal funding for local projects and programs.,seek federal funding for local projects and programs,11-1031.00,11-1031.00,Legislators,Legislators,legislators,Core,,Analyst,1,8.725287803618202e-05,2.0330368487928844e-06,Management Occupations,1,11-1031,21.54326923076923,44810.0,24.326923076923077,50600.0,26510.0,300.0,9.85576923076923,20500.0,13.403846153846153,27880.000000000004,9.235576923076923,19210.0,12.560384615384617,26125.600000000002,55820.0,670.0,0.017193365630831785,0.014343909575994032,0.04047958812055347,0.03557566199935221,0.8537861380670612,3.8685128205128207,82.5227564102564,True,0.8606506674052969,3.8329766803840877,81.80004115226338,True,legislators,1,3.0,3.0,3,3,3.0,3.0
"Set educational standards and goals and help establish policies, procedures, and programs to carry them out.",set educational standards and goals and help establish policies procedures and programs to carry them out,11-9031.00,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare","Education Administrators, Preschool and Childcare Center/Program",education administrators preschool and childcare centerprogram,Core,89.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Management Occupations,4,11-9031,27.050000000000004,56270.0,28.56,59400.0,71620.0,550.0,21.96,45670.0,29.865600000000004,62111.200000000004,18.16,37780.0,24.6976,51380.8,46760.0,280.0,0.046449975348177006,0.02629716755598906,0.033909450743767104,0.014867440835550173,0.8976269230769232,4.15,96.38,False,0.36329153846153844,4.42,99.23,False,education and childcare administrators preschool and daycare,1,3.0,3.0,3,3,3.0,3.0
"Set educational standards and goals, and help establish policies and procedures to carry them out.",set educational standards and goals and help establish policies and procedures to carry them out,11-9032.00,11-9032.00,"Education Administrators, Kindergarten through Secondary","Education Administrators, Elementary and Secondary School",education administrators elementary and secondary school,Core,65.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Management Occupations,4,11-9032,48.39,104070.0,59.92788461538461,124650.0,319630.0,2810.0,43.46634615384615,90410.0,59.11423076923077,122957.6,41.53365384615385,86390.0,56.485769230769236,117490.40000000001,235110.0,1820.0,0.20729971545012307,0.1343546196951441,0.17049724046978368,0.09663836543107614,0.22970115384615383,3.98,92.86,False,0.4318019230769231,4.2,89.64,False,education administrators kindergarten through secondary,1,3.0,3.0,3,3,3.0,3.0
"Set temperature and time controls, light ovens, burners, driers, or roasters, and start equipment, such as conveyors, cylinders, blowers, driers, or pumps.",set temperature and time controls light ovens burners driers or roasters and start equipment such as conveyors cylinders blowers driers or pumps,51-3091.00,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",food and tobacco roasting baking and drying machine operators and tenders,Core,71.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Production Occupations,4,51-3091,20.54,42730.0,19.47,40500.0,19500.0,150.0,13.49,28060.0,18.346400000000003,38161.600000000006,15.43,32090.0,20.9848,43642.4,20320.0,310.0,0.01264694944553828,0.007171954787997016,0.014735672350584851,0.01646038092507341,3.7986380769230763,4.57,80.85,False,4.803936923076923,4.42,91.15,False,food and tobacco roasting baking and drying machine operators and tenders,1,3.0,3.0,3,3,3.0,3.0
"Set temperature, pressure, and time controls, and start conveyers, machines, or pumps.",set temperature pressure and time controls and start conveyers machines or pumps,51-3093.00,51-3093.00,Food Cooking Machine Operators and Tenders,Food Cooking Machine Operators and Tenders,food cooking machine operators and tenders,Core,56.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Production Occupations,4,51-3093,19.49,40550.0,18.08,37610.0,27660.0,520.0,13.35,27760.0,18.156000000000002,37753.600000000006,13.34,27750.0,18.142400000000002,37740.0,34640.0,110.0,0.01793921136736353,0.024862776598389657,0.02512026034568205,0.005840780328251855,3.649836923076923,4.41,77.86,False,4.71455,4.48,86.49,False,food cooking machine operators and tenders,1,3.0,3.0,3,3,3.0,3.0
"Stop machines to remove finished workpieces or to change tooling, setup, or workpiece placement, according to required machining sequences.",stop machines to remove finished workpieces or to change tooling setup or workpiece placement according to required machining sequences,51-9161.00,51-4011.00,Computer Numerically Controlled Tool Operators,"Computer-Controlled Machine Tool Operators, Metal and Plastic",computercontrolled machine tool operators metal and plastic,Core,101.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,Production Occupations,2,51-9161,24.02,49970.0,22.06,45880.0,176950.0,960.0,17.8,37030.0,24.208000000000002,50360.8,16.76,34860.0,22.793600000000005,47409.600000000006,146600.0,1250.0,0.11476295919938455,0.04590051064318091,0.10631149441908165,0.06637250373013472,5.960793846153846,4.56,96.73,False,7.694010769230769,4.45,100.0,False,computer numerically controlled tool operators,1,3.0,3.0,3,3,3.0,3.0
"Submit preliminary or finished artwork or project plans to clients for approval, incorporating changes as necessary.",submit preliminary or finished artwork or project plans to clients for approval incorporating changes as necessary,27-1013.00,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators","Fine Artists, Including Painters, Sculptors, and Illustrators",fine artists including painters sculptors and illustrators,Supplemental,49.0,Incumbent,1,8.725287803618202e-05,2.0330368487928844e-06,"Arts, Design, Entertainment, Sports, and Media Occupations",5,27-1013,29.12,60560.0,21.0,43680.0,10000.0,140.0,22.34,46460.0,30.3824,63185.600000000006,20.74,43130.0,28.2064,58656.8,12240.0,220.0,0.00648561510027604,0.006693824468797216,0.008876212085194813,0.01168156065650371,2.4119973076923076,3.8,65.89,False,0.46322115384615387,3.99,89.79,False,fine artists including painters sculptors and illustrators,1,3.0,3.0,3,3,3.0,3.0
"Supervise technicians, technologists, analysts, administrative staff, or other engineers.",supervise technicians technologists analysts administrative staff or other engineers,17-2112.03,17-2199.04,Manufacturing Engineers,Manufacturing Engineers,manufacturing engineers,Core,26.0,Occupational Expert,1,8.725287803618202e-05,2.0330368487928844e-06,Architecture and Engineering Occupations,1,17-2112,48.63,101140.0,48.42,100710.0,87557.5,4580.0,46.11,95900.0,62.7096,130424.00000000001,44.14,91810.0,60.03040000000001,124861.6,12186.0,54.0,0.05678642441424195,0.2189836861935089,0.008837052325995423,0.0028672921611418195,0.7936657692307691,3.63,73.08,False,2.0692215384615382,4.06,85.71,False,manufacturing engineers,1,3.0,3.0,3,3,3.0,3.0
